Iteración;J1;J2;J3;J4;J5;J6;J7;J8;J9;J10;J11;J12;J13;T1_Win;T2_Win;Set_Status;Game_Sequence;Calculated_Probability
537;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,0,0,0,1,1,0,1,1,0,0;0.0%
538;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,0,0,0,1,1,0,1,1,1,1;0.02859%
539;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,0,0,0,1,1,1,0,1,0,0;0.0%
540;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,0,0,0,1,1,1,0,1,1,1;0.15565%
541;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,0,0,0,1,1,1,1,0,0,0;0.0%
542;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,0,0,0,1,1,1,1,0,1,1;0.02859%
543;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,0,0,1,0,0,1,1,1,0,0;0.0%
544;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,0,0,1,0,0,1,1,1,1,1;0.02859%
545;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,0,0,1,0,1,0,1,1,0,0;0.0%
546;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,0,0,1,0,1,0,1,1,1,1;0.00525%
547;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,0,0,1,0,1,1,0,1,0,0;0.0%
548;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,0,0,1,0,1,1,0,1,1,1;0.02859%
549;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,0,0,1,0,1,1,1,0,0,0;0.0%
550;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,0,0,1,0,1,1,1,0,1,1;0.00525%
551;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,0,0,1,1,0,0,1,1,0,0;0.0%
552;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,0,0,1,1,0,0,1,1,1,1;0.02859%
553;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,0,0,1,1,0,1,0,1,0,0;0.0%
554;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,0,0,1,1,0,1,0,1,1,1;0.15565%
555;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,0,0,1,1,0,1,1,0,0,0;0.0%
556;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,0,0,1,1,0,1,1,0,1,1;0.02859%
557;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,0,0,1,1,1,0,0,1,0,0;0.0%
558;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,0,0,1,1,1,0,0,1,1,1;0.02859%
559;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,0,0,1,1,1,0,1,0,0,0;0.0%
560;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,0,0,1,1,1,0,1,0,1,1;0.00525%
561;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,0,0,1,1,1,1,0,0,0,0;0.0%
562;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,0,0,1,1,1,1,0,0,1,1;0.02859%
563;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,0,1,0,0,0,1,1,1,0,0;0.0%
564;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,0,1,0,0,0,1,1,1,1,1;0.15565%
565;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,0,1,0,0,1,0,1,1,0,0;0.0%
566;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,0,1,0,0,1,0,1,1,1,1;0.02859%
567;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,0,1,0,0,1,1,0,1,0,0;0.0%
568;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,0,1,0,0,1,1,0,1,1,1;0.15565%
569;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,0,1,0,0,1,1,1,0,0,0;0.0%
570;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,0,1,0,0,1,1,1,0,1,1;0.02859%
571;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,0,1,0,1,0,0,1,1,0,0;0.0%
572;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,0,1,0,1,0,0,1,1,1,1;0.15565%
573;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,0,1,0,1,0,1,0,1,0,0;0.0%
574;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,0,1,0,1,0,1,0,1,1,1;0.84743%
575;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,0,1,0,1,0,1,1,0,0,0;0.0%
576;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,0,1,0,1,0,1,1,0,1,1;0.15565%
577;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,0,1,0,1,1,0,0,1,0,0;0.0%
578;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,0,1,0,1,1,0,0,1,1,1;0.15565%
579;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,0,1,0,1,1,0,1,0,0,0;0.0%
580;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,0,1,0,1,1,0,1,0,1,1;0.02859%
581;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,0,1,0,1,1,1,0,0,0,0;0.0%
582;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,0,1,0,1,1,1,0,0,1,1;0.15565%
583;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,0,1,1,0,0,0,1,1,0,0;0.0%
584;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,0,1,1,0,0,0,1,1,1,1;0.02859%
585;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,0,1,1,0,0,1,0,1,0,0;0.0%
586;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,0,1,1,0,0,1,0,1,1,1;0.15565%
587;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,0,1,1,0,0,1,1,0,0,0;0.0%
588;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,0,1,1,0,0,1,1,0,1,1;0.02859%
589;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,0,1,1,0,1,0,0,1,0,0;0.0%
590;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,0,1,1,0,1,0,0,1,1,1;0.02859%
591;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,0,1,1,0,1,0,1,0,0,0;0.0%
592;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,0,1,1,0,1,0,1,0,1,1;0.00525%
593;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,0,1,1,0,1,1,0,0,0,0;0.0%
594;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,0,1,1,0,1,1,0,0,1,1;0.02859%
595;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,0,1,1,1,0,0,0,1,0,0;0.0%
596;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,0,1,1,1,0,0,0,1,1,1;0.15565%
597;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,0,1,1,1,0,0,1,0,0,0;0.0%
598;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,0,1,1,1,0,0,1,0,1,1;0.02859%
599;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,0,1,1,1,0,1,0,0,0,0;0.0%
600;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,0,1,1,1,0,1,0,0,1,1;0.15565%
601;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,0,1,1,1,1,0,0,0,0,0;0.0%
602;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,0,1,1,1,1,0,0,0,1,1;0.02859%
603;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,1,0,0,0,0,1,1,1,0,0;0.0%
604;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,1,0,0,0,0,1,1,1,1,1;0.02859%
605;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,1,0,0,0,1,0,1,1,0,0;0.0%
606;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,1,0,0,0,1,0,1,1,1,1;0.00525%
607;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,1,0,0,0,1,1,0,1,0,0;0.0%
608;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,1,0,0,0,1,1,0,1,1,1;0.02859%
609;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,1,0,0,0,1,1,1,0,0,0;0.0%
610;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,1,0,0,0,1,1,1,0,1,1;0.00525%
611;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,1,0,0,1,0,0,1,1,0,0;0.0%
612;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,1,0,0,1,0,0,1,1,1,1;0.02859%
613;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,1,0,0,1,0,1,0,1,0,0;0.0%
614;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,1,0,0,1,0,1,0,1,1,1;0.15565%
615;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,1,0,0,1,0,1,1,0,0,0;0.0%
616;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,1,0,0,1,0,1,1,0,1,1;0.02859%
617;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,1,0,0,1,1,0,0,1,0,0;0.0%
618;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,1,0,0,1,1,0,0,1,1,1;0.02859%
619;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,1,0,0,1,1,0,1,0,0,0;0.0%
620;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,1,0,0,1,1,0,1,0,1,1;0.00525%
621;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,1,0,0,1,1,1,0,0,0,0;0.0%
622;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,1,0,0,1,1,1,0,0,1,1;0.02859%
623;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,1,0,1,0,0,0,1,1,0,0;0.0%
624;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,1,0,1,0,0,0,1,1,1,1;0.00525%
625;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,1,0,1,0,0,1,0,1,0,0;0.0%
626;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,1,0,1,0,0,1,0,1,1,1;0.02859%
627;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,1,0,1,0,0,1,1,0,0,0;0.0%
628;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,1,0,1,0,0,1,1,0,1,1;0.00525%
629;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,1,0,1,0,1,0,0,1,0,0;0.0%
630;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,1,0,1,0,1,0,0,1,1,1;0.00525%
631;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,1,0,1,0,1,0,1,0,0,0;0.0%
632;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,1,0,1,0,1,0,1,0,1,1;0.00096%
633;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,1,0,1,0,1,1,0,0,0,0;0.0%
634;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,1,0,1,0,1,1,0,0,1,1;0.00525%
635;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,1,0,1,1,0,0,0,1,0,0;0.0%
636;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,1,0,1,1,0,0,0,1,1,1;0.02859%
637;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,1,0,1,1,0,0,1,0,0,0;0.0%
638;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,1,0,1,1,0,0,1,0,1,1;0.00525%
639;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,1,0,1,1,0,1,0,0,0,0;0.0%
640;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,1,0,1,1,0,1,0,0,1,1;0.02859%
641;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,1,0,1,1,1,0,0,0,0,0;0.0%
642;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,1,0,1,1,1,0,0,0,1,1;0.00525%
643;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,1,1,0,0,0,0,1,1,0,0;0.0%
644;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,1,1,0,0,0,0,1,1,1,1;0.02859%
645;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,1,1,0,0,0,1,0,1,0,0;0.0%
646;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,1,1,0,0,0,1,0,1,1,1;0.15565%
647;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,1,1,0,0,0,1,1,0,0,0;0.0%
648;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,1,1,0,0,0,1,1,0,1,1;0.02859%
649;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,1,1,0,0,1,0,0,1,0,0;0.0%
650;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,1,1,0,0,1,0,0,1,1,1;0.02859%
651;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,1,1,0,0,1,0,1,0,0,0;0.0%
652;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,1,1,0,0,1,0,1,0,1,1;0.00525%
653;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,1,1,0,0,1,1,0,0,0,0;0.0%
654;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,1,1,0,0,1,1,0,0,1,1;0.02859%
655;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,1,1,0,1,0,0,0,1,0,0;0.0%
656;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,1,1,0,1,0,0,0,1,1,1;0.15565%
657;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,1,1,0,1,0,0,1,0,0,0;0.0%
658;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,1,1,0,1,0,0,1,0,1,1;0.02859%
659;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,1,1,0,1,0,1,0,0,0,0;0.0%
660;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,1,1,0,1,0,1,0,0,1,1;0.15565%
661;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,1,1,0,1,1,0,0,0,0,0;0.0%
662;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,1,1,0,1,1,0,0,0,1,1;0.02859%
663;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,1,1,1,0,0,0,0,1,0,0;0.0%
664;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,1,1,1,0,0,0,0,1,1,1;0.02859%
665;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,1,1,1,0,0,0,1,0,0,0;0.0%
666;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,1,1,1,0,0,0,1,0,1,1;0.00525%
667;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,1,1,1,0,0,1,0,0,0,0;0.0%
668;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,1,1,1,0,0,1,0,0,1,1;0.02859%
669;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,1,1,1,0,1,0,0,0,0,0;0.0%
670;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,1,1,1,0,1,0,0,0,1,1;0.00525%
671;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,1,1,1,1,0,0,0,0,0,0;0.0%
672;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,1,1,1,1,0,0,0,0,1,1;0.02859%
673;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;;5.0;7.0;Perdido;0,0,0,0,0,1,1,1,1,0,0;0.00%
674;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;;7.0;5.0;Ganado;0,0,0,0,0,1,1,1,1,1,1;0.00%
675;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;;5.0;7.0;Perdido;0,0,0,0,1,0,1,1,1,0,0;0.00%
676;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;;7.0;5.0;Ganado;0,0,0,0,1,0,1,1,1,1,1;0.00%
677;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;;5.0;7.0;Perdido;0,0,0,0,1,1,0,1,1,0,0;0.00%
678;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;;7.0;5.0;Ganado;0,0,0,0,1,1,0,1,1,1,1;0.00%
679;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;;5.0;7.0;Perdido;0,0,0,0,1,1,1,0,1,0,0;0.00%
680;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;;7.0;5.0;Ganado;0,0,0,0,1,1,1,0,1,1,1;0.00%
681;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;;5.0;7.0;Perdido;0,0,0,0,1,1,1,1,0,0,0;0.00%
682;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;;7.0;5.0;Ganado;0,0,0,0,1,1,1,1,0,1,1;0.00%
683;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;;5.0;7.0;Perdido;0,0,0,1,0,0,1,1,1,0,0;0.00%
684;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;;7.0;5.0;Ganado;0,0,0,1,0,0,1,1,1,1,1;0.00%
685;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;;5.0;7.0;Perdido;0,0,0,1,0,1,0,1,1,0,0;0.00%
686;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;;7.0;5.0;Ganado;0,0,0,1,0,1,0,1,1,1,1;0.00%
687;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;;5.0;7.0;Perdido;0,0,0,1,0,1,1,0,1,0,0;0.00%
688;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;;7.0;5.0;Ganado;0,0,0,1,0,1,1,0,1,1,1;0.00%
