Iteración;J1;J2;J3;J4;J5;J6;J7;J8;J9;J10;J11;J12;J13;T1_Win;T2_Win;Set_Status;Game_Sequence;Calculated_Probability
1024;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,0,0,1,1,1,0,1,1,0,1;0.00613%
1025;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,0,0,1,1,1,1,0,0,1,0;0.0%
1026;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,0,0,1,1,1,1,0,0,1,1;0.00613%
1027;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,0,0,1,1,1,1,0,1,0,0;0.0%
1028;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,0,0,1,1,1,1,0,1,0,1;0.00113%
1029;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,0,1,0,0,1,1,1,0,1,0;0.0%
1030;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,0,1,0,0,1,1,1,0,1,1;0.00613%
1031;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,0,1,0,0,1,1,1,1,0,0;0.0%
1032;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,0,1,0,0,1,1,1,1,0,1;0.00113%
1033;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,0,1,0,1,0,1,1,0,1,0;0.0%
1034;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,0,1,0,1,0,1,1,0,1,1;0.00113%
1035;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,0,1,0,1,0,1,1,1,0,0;0.0%
1036;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,0,1,0,1,0,1,1,1,0,1;0.00021%
1037;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,0,1,0,1,1,0,1,0,1,0;0.0%
1038;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,0,1,0,1,1,0,1,0,1,1;0.00613%
1039;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,0,1,0,1,1,0,1,1,0,0;0.0%
1040;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,0,1,0,1,1,0,1,1,0,1;0.00113%
1041;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,0,1,0,1,1,1,0,0,1,0;0.0%
1042;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,0,1,0,1,1,1,0,0,1,1;0.00113%
1043;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,0,1,0,1,1,1,0,1,0,0;0.0%
1044;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,0,1,0,1,1,1,0,1,0,1;0.00021%
1045;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,0,1,1,0,0,1,1,0,1,0;0.0%
1046;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,0,1,1,0,0,1,1,0,1,1;0.00613%
1047;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,0,1,1,0,0,1,1,1,0,0;0.0%
1048;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,0,1,1,0,0,1,1,1,0,1;0.00113%
1049;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,0,1,1,0,1,0,1,0,1,0;0.0%
1050;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,0,1,1,0,1,0,1,0,1,1;0.03335%
1051;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,0,1,1,0,1,0,1,1,0,0;0.0%
1052;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,0,1,1,0,1,0,1,1,0,1;0.00613%
1053;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,0,1,1,0,1,1,0,0,1,0;0.0%
1054;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,0,1,1,0,1,1,0,0,1,1;0.00613%
1055;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,0,1,1,0,1,1,0,1,0,0;0.0%
1056;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,0,1,1,0,1,1,0,1,0,1;0.00113%
1057;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,0,1,1,1,0,0,1,0,1,0;0.0%
1058;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,0,1,1,1,0,0,1,0,1,1;0.00613%
1059;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,0,1,1,1,0,0,1,1,0,0;0.0%
1060;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,0,1,1,1,0,0,1,1,0,1;0.00113%
1061;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,0,1,1,1,0,1,0,0,1,0;0.0%
1062;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,0,1,1,1,0,1,0,0,1,1;0.00113%
1063;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,0,1,1,1,0,1,0,1,0,0;0.0%
1064;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,0,1,1,1,0,1,0,1,0,1;0.00021%
1065;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,0,1,1,1,1,0,0,0,1,0;0.0%
1066;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,0,1,1,1,1,0,0,0,1,1;0.00613%
1067;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,0,1,1,1,1,0,0,1,0,0;0.0%
1068;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,0,1,1,1,1,0,0,1,0,1;0.00113%
1069;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,1,0,0,0,1,1,1,0,1,0;0.0%
1070;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,1,0,0,0,1,1,1,0,1,1;0.03335%
1071;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,1,0,0,0,1,1,1,1,0,0;0.0%
1072;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,1,0,0,0,1,1,1,1,0,1;0.00613%
1073;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,1,0,0,1,0,1,1,0,1,0;0.0%
1074;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,1,0,0,1,0,1,1,0,1,1;0.00613%
1075;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,1,0,0,1,0,1,1,1,0,0;0.0%
1076;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,1,0,0,1,0,1,1,1,0,1;0.00113%
1077;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,1,0,0,1,1,0,1,0,1,0;0.0%
1078;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,1,0,0,1,1,0,1,0,1,1;0.03335%
1079;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,1,0,0,1,1,0,1,1,0,0;0.0%
1080;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,1,0,0,1,1,0,1,1,0,1;0.00613%
1081;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,1,0,0,1,1,1,0,0,1,0;0.0%
1082;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,1,0,0,1,1,1,0,0,1,1;0.00613%
1083;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,1,0,0,1,1,1,0,1,0,0;0.0%
1084;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,1,0,0,1,1,1,0,1,0,1;0.00113%
1085;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,1,0,1,0,0,1,1,0,1,0;0.0%
1086;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,1,0,1,0,0,1,1,0,1,1;0.03335%
1087;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,1,0,1,0,0,1,1,1,0,0;0.0%
1088;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,1,0,1,0,0,1,1,1,0,1;0.00613%
1089;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,1,0,1,0,1,0,1,0,1,0;0.0%
1090;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,1,0,1,0,1,0,1,0,1,1;0.18159%
1091;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,1,0,1,0,1,0,1,1,0,0;0.0%
1092;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,1,0,1,0,1,0,1,1,0,1;0.03335%
1093;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,1,0,1,0,1,1,0,0,1,0;0.0%
1094;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,1,0,1,0,1,1,0,0,1,1;0.03335%
1095;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,1,0,1,0,1,1,0,1,0,0;0.0%
1096;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,1,0,1,0,1,1,0,1,0,1;0.00613%
1097;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,1,0,1,1,0,0,1,0,1,0;0.0%
1098;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,1,0,1,1,0,0,1,0,1,1;0.03335%
1099;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,1,0,1,1,0,0,1,1,0,0;0.0%
1100;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,1,0,1,1,0,0,1,1,0,1;0.00613%
1101;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,1,0,1,1,0,1,0,0,1,0;0.0%
1102;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,1,0,1,1,0,1,0,0,1,1;0.00613%
1103;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,1,0,1,1,0,1,0,1,0,0;0.0%
1104;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,1,0,1,1,0,1,0,1,0,1;0.00113%
1105;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,1,0,1,1,1,0,0,0,1,0;0.0%
1106;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,1,0,1,1,1,0,0,0,1,1;0.03335%
1107;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,1,0,1,1,1,0,0,1,0,0;0.0%
1108;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,1,0,1,1,1,0,0,1,0,1;0.00613%
1109;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,1,1,0,0,0,1,1,0,1,0;0.0%
1110;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,1,1,0,0,0,1,1,0,1,1;0.00613%
1111;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,1,1,0,0,0,1,1,1,0,0;0.0%
1112;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,1,1,0,0,0,1,1,1,0,1;0.00113%
1113;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,1,1,0,0,1,0,1,0,1,0;0.0%
1114;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,1,1,0,0,1,0,1,0,1,1;0.03335%
1115;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,1,1,0,0,1,0,1,1,0,0;0.0%
1116;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,1,1,0,0,1,0,1,1,0,1;0.00613%
1117;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,1,1,0,0,1,1,0,0,1,0;0.0%
1118;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,1,1,0,0,1,1,0,0,1,1;0.00613%
1119;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,1,1,0,0,1,1,0,1,0,0;0.0%
1120;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,1,1,0,0,1,1,0,1,0,1;0.00113%
1121;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,1,1,0,1,0,0,1,0,1,0;0.0%
1122;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,1,1,0,1,0,0,1,0,1,1;0.00613%
1123;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,1,1,0,1,0,0,1,1,0,0;0.0%
1124;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,1,1,0,1,0,0,1,1,0,1;0.00113%
1125;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,1,1,0,1,0,1,0,0,1,0;0.0%
1126;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,1,1,0,1,0,1,0,0,1,1;0.00113%
1127;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,1,1,0,1,0,1,0,1,0,0;0.0%
1128;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,1,1,0,1,0,1,0,1,0,1;0.00021%
1129;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,1,1,0,1,1,0,0,0,1,0;0.0%
1130;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,1,1,0,1,1,0,0,0,1,1;0.00613%
1131;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,1,1,0,1,1,0,0,1,0,0;0.0%
1132;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,1,1,0,1,1,0,0,1,0,1;0.00113%
1133;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,1,1,1,0,0,0,1,0,1,0;0.0%
1134;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,1,1,1,0,0,0,1,0,1,1;0.03335%
1135;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,1,1,1,0,0,0,1,1,0,0;0.0%
1136;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,1,1,1,0,0,0,1,1,0,1;0.00613%
1137;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,1,1,1,0,0,1,0,0,1,0;0.0%
1138;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,1,1,1,0,0,1,0,0,1,1;0.00613%
1139;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,1,1,1,0,0,1,0,1,0,0;0.0%
1140;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,1,1,1,0,0,1,0,1,0,1;0.00113%
1141;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,1,1,1,0,1,0,0,0,1,0;0.0%
1142;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,1,1,1,0,1,0,0,0,1,1;0.03335%
1143;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,1,1,1,0,1,0,0,1,0,0;0.0%
1144;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,1,1,1,0,1,0,0,1,0,1;0.00613%
1145;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;6.0;7.0;Perdido;0,1,1,1,1,1,0,0,0,0,1,0;0.0%
1146;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;7.0;6.0;Ganado;0,1,1,1,1,1,0,0,0,0,1,1;0.00613%
1147;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;6.0;7.0;Perdido;0,1,1,1,1,1,0,0,0,1,0,0;0.0%
1148;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;7.0;6.0;Ganado;0,1,1,1,1,1,0,0,0,1,0,1;0.00113%
1149;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;6.0;7.0;Perdido;1,0,0,0,0,1,1,1,1,0,1,0;0.0%
1150;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;7.0;6.0;Ganado;1,0,0,0,0,1,1,1,1,0,1,1;0.03335%
1151;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;6.0;7.0;Perdido;1,0,0,0,0,1,1,1,1,1,0,0;0.0%
1152;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;7.0;6.0;Ganado;1,0,0,0,0,1,1,1,1,1,0,1;0.00613%
1153;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;6.0;7.0;Perdido;1,0,0,0,1,0,1,1,1,0,1,0;0.0%
1154;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;7.0;6.0;Ganado;1,0,0,0,1,0,1,1,1,0,1,1;0.18159%
1155;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;6.0;7.0;Perdido;1,0,0,0,1,0,1,1,1,1,0,0;0.0%
1156;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;7.0;6.0;Ganado;1,0,0,0,1,0,1,1,1,1,0,1;0.03335%
1157;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;6.0;7.0;Perdido;1,0,0,0,1,1,0,1,1,0,1,0;0.0%
1158;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;7.0;6.0;Ganado;1,0,0,0,1,1,0,1,1,0,1,1;0.03335%
1159;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;6.0;7.0;Perdido;1,0,0,0,1,1,0,1,1,1,0,0;0.0%
1160;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;7.0;6.0;Ganado;1,0,0,0,1,1,0,1,1,1,0,1;0.00613%
1161;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;6.0;7.0;Perdido;1,0,0,0,1,1,1,0,1,0,1,0;0.0%
1162;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;7.0;6.0;Ganado;1,0,0,0,1,1,1,0,1,0,1,1;0.18159%
1163;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;6.0;7.0;Perdido;1,0,0,0,1,1,1,0,1,1,0,0;0.0%
1164;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;7.0;6.0;Ganado;1,0,0,0,1,1,1,0,1,1,0,1;0.03335%
1165;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;6.0;7.0;Perdido;1,0,0,0,1,1,1,1,0,0,1,0;0.0%
