Iteración;J1;J2;J3;J4;J5;J6;J7;J8;J9;J10;J11;J12;J13;T1_Win;T2_Win;Set_Status;Game_Sequence;Calculated_Probability
543;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,0,0,1,0,0,1,1,1,0,0;0.00%
544;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,0,0,1,0,0,1,1,1,1,1;0.00%
545;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,0,0,1,0,1,0,1,1,0,0;0.00%
546;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,0,0,1,0,1,0,1,1,1,1;0.00%
547;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,0,0,1,0,1,1,0,1,0,0;0.00%
548;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,0,0,1,0,1,1,0,1,1,1;0.00%
549;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,0,0,1,0,1,1,1,0,0,0;0.00%
550;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,0,0,1,0,1,1,1,0,1,1;0.00%
551;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,0,0,1,1,0,0,1,1,0,0;0.00%
552;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,0,0,1,1,0,0,1,1,1,1;0.00%
553;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,0,0,1,1,0,1,0,1,0,0;0.00%
554;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,0,0,1,1,0,1,0,1,1,1;0.00%
555;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,0,0,1,1,0,1,1,0,0,0;0.00%
556;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,0,0,1,1,0,1,1,0,1,1;0.00%
557;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,0,0,1,1,1,0,0,1,0,0;0.00%
558;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,0,0,1,1,1,0,0,1,1,1;0.00%
559;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,0,0,1,1,1,0,1,0,0,0;0.00%
560;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,0,0,1,1,1,0,1,0,1,1;0.00%
561;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,0,0,1,1,1,1,0,0,0,0;0.00%
562;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,0,0,1,1,1,1,0,0,1,1;0.00%
563;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,0,1,0,0,0,1,1,1,0,0;0.00%
564;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,0,1,0,0,0,1,1,1,1,1;0.00%
565;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,0,1,0,0,1,0,1,1,0,0;0.00%
566;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,0,1,0,0,1,0,1,1,1,1;0.00%
567;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,0,1,0,0,1,1,0,1,0,0;0.00%
568;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,0,1,0,0,1,1,0,1,1,1;0.00%
569;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,0,1,0,0,1,1,1,0,0,0;0.00%
570;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,0,1,0,0,1,1,1,0,1,1;0.00%
571;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,0,1,0,1,0,0,1,1,0,0;0.00%
572;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,0,1,0,1,0,0,1,1,1,1;0.00%
573;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,0,1,0,1,0,1,0,1,0,0;0.00%
574;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,0,1,0,1,0,1,0,1,1,1;0.00%
575;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,0,1,0,1,0,1,1,0,0,0;0.00%
576;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,0,1,0,1,0,1,1,0,1,1;0.00%
577;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,0,1,0,1,1,0,0,1,0,0;0.00%
578;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,0,1,0,1,1,0,0,1,1,1;0.00%
579;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,0,1,0,1,1,0,1,0,0,0;0.00%
580;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,0,1,0,1,1,0,1,0,1,1;0.00%
581;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,0,1,0,1,1,1,0,0,0,0;0.00%
582;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,0,1,0,1,1,1,0,0,1,1;0.00%
583;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,0,1,1,0,0,0,1,1,0,0;0.00%
584;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,0,1,1,0,0,0,1,1,1,1;0.00%
585;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,0,1,1,0,0,1,0,1,0,0;0.00%
586;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,0,1,1,0,0,1,0,1,1,1;0.00%
587;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,0,1,1,0,0,1,1,0,0,0;0.00%
588;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,0,1,1,0,0,1,1,0,1,1;0.00%
589;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,0,1,1,0,1,0,0,1,0,0;0.00%
590;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,0,1,1,0,1,0,0,1,1,1;0.00%
591;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,0,1,1,0,1,0,1,0,0,0;0.00%
592;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,0,1,1,0,1,0,1,0,1,1;0.00%
593;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,0,1,1,0,1,1,0,0,0,0;0.00%
594;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,0,1,1,0,1,1,0,0,1,1;0.00%
595;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,0,1,1,1,0,0,0,1,0,0;0.00%
596;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,0,1,1,1,0,0,0,1,1,1;0.00%
597;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,0,1,1,1,0,0,1,0,0,0;0.00%
598;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,0,1,1,1,0,0,1,0,1,1;0.00%
599;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,0,1,1,1,0,1,0,0,0,0;0.00%
600;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,0,1,1,1,0,1,0,0,1,1;0.00%
601;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,0,1,1,1,1,0,0,0,0,0;0.00%
602;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,0,1,1,1,1,0,0,0,1,1;0.00%
603;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,1,0,0,0,0,1,1,1,0,0;0.00%
604;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,1,0,0,0,0,1,1,1,1,1;0.00%
605;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,1,0,0,0,1,0,1,1,0,0;0.00%
606;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,1,0,0,0,1,0,1,1,1,1;0.00%
607;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,1,0,0,0,1,1,0,1,0,0;0.00%
608;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,1,0,0,0,1,1,0,1,1,1;0.00%
609;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,1,0,0,0,1,1,1,0,0,0;0.00%
610;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,1,0,0,0,1,1,1,0,1,1;0.00%
611;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,1,0,0,1,0,0,1,1,0,0;0.00%
612;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,1,0,0,1,0,0,1,1,1,1;0.00%
613;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,1,0,0,1,0,1,0,1,0,0;0.00%
614;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,1,0,0,1,0,1,0,1,1,1;0.00%
615;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,1,0,0,1,0,1,1,0,0,0;0.00%
616;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,1,0,0,1,0,1,1,0,1,1;0.00%
617;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,1,0,0,1,1,0,0,1,0,0;0.00%
618;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,1,0,0,1,1,0,0,1,1,1;0.00%
619;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,1,0,0,1,1,0,1,0,0,0;0.00%
620;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,1,0,0,1,1,0,1,0,1,1;0.00%
621;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,1,0,0,1,1,1,0,0,0,0;0.00%
622;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,1,0,0,1,1,1,0,0,1,1;0.00%
623;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,1,0,1,0,0,0,1,1,0,0;0.00%
624;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,1,0,1,0,0,0,1,1,1,1;0.00%
625;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,1,0,1,0,0,1,0,1,0,0;0.00%
626;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,1,0,1,0,0,1,0,1,1,1;0.00%
627;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,1,0,1,0,0,1,1,0,0,0;0.00%
628;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,1,0,1,0,0,1,1,0,1,1;0.00%
629;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,1,0,1,0,1,0,0,1,0,0;0.00%
630;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,1,0,1,0,1,0,0,1,1,1;0.00%
631;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,1,0,1,0,1,0,1,0,0,0;0.00%
632;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,1,0,1,0,1,0,1,0,1,1;0.00%
633;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,1,0,1,0,1,1,0,0,0,0;0.00%
634;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,1,0,1,0,1,1,0,0,1,1;0.00%
635;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,1,0,1,1,0,0,0,1,0,0;0.00%
636;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,1,0,1,1,0,0,0,1,1,1;0.00%
637;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,1,0,1,1,0,0,1,0,0,0;0.00%
638;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,1,0,1,1,0,0,1,0,1,1;0.00%
639;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,1,0,1,1,0,1,0,0,0,0;0.00%
640;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,1,0,1,1,0,1,0,0,1,1;0.00%
641;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,1,0,1,1,1,0,0,0,0,0;0.00%
642;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,1,0,1,1,1,0,0,0,1,1;0.00%
643;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,1,1,0,0,0,0,1,1,0,0;0.00%
644;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,1,1,0,0,0,0,1,1,1,1;0.00%
645;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,1,1,0,0,0,1,0,1,0,0;0.00%
646;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,1,1,0,0,0,1,0,1,1,1;0.00%
647;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,1,1,0,0,0,1,1,0,0,0;0.00%
648;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,1,1,0,0,0,1,1,0,1,1;0.00%
649;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,1,1,0,0,1,0,0,1,0,0;0.00%
650;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,1,1,0,0,1,0,0,1,1,1;0.00%
651;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,1,1,0,0,1,0,1,0,0,0;0.00%
652;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,1,1,0,0,1,0,1,0,1,1;0.00%
653;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,1,1,0,0,1,1,0,0,0,0;0.00%
654;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,1,1,0,0,1,1,0,0,1,1;0.00%
655;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,1,1,0,1,0,0,0,1,0,0;0.00%
656;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,1,1,0,1,0,0,0,1,1,1;0.00%
657;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,1,1,0,1,0,0,1,0,0,0;0.00%
658;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,1,1,0,1,0,0,1,0,1,1;0.00%
659;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,1,1,0,1,0,1,0,0,0,0;0.00%
660;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,1,1,0,1,0,1,0,0,1,1;0.00%
661;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,1,1,0,1,1,0,0,0,0,0;0.00%
662;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,1,1,0,1,1,0,0,0,1,1;0.00%
663;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;;5.0;7.0;Perdido;1,1,1,1,0,0,0,0,1,0,0;0.00%
664;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;;7.0;5.0;Ganado;1,1,1,1,0,0,0,0,1,1,1;0.00%
665;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,1,1,1,0,0,0,1,0,0,0;0.00%
666;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,1,1,1,0,0,0,1,0,1,1;0.00%
667;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,1,1,1,0,0,1,0,0,0,0;0.00%
668;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,1,1,1,0,0,1,0,0,1,1;0.00%
669;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,1,1,1,0,1,0,0,0,0,0;0.00%
670;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,1,1,1,0,1,0,0,0,1,1;0.00%
671;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;;5.0;7.0;Perdido;1,1,1,1,1,0,0,0,0,0,0;0.00%
672;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;;7.0;5.0;Ganado;1,1,1,1,1,0,0,0,0,1,1;0.00%
673;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;;5.0;7.0;Perdido;0,0,0,0,0,1,1,1,1,0,0;0.0%
674;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;;7.0;5.0;Ganado;0,0,0,0,0,1,1,1,1,1,1;0.01225%
675;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;;5.0;7.0;Perdido;0,0,0,0,1,0,1,1,1,0,0;0.0%
676;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;;7.0;5.0;Ganado;0,0,0,0,1,0,1,1,1,1,1;0.06671%
677;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;;5.0;7.0;Perdido;0,0,0,0,1,1,0,1,1,0,0;0.0%
678;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;;7.0;5.0;Ganado;0,0,0,0,1,1,0,1,1,1,1;0.01225%
679;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;;5.0;7.0;Perdido;0,0,0,0,1,1,1,0,1,0,0;0.0%
680;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;;7.0;5.0;Ganado;0,0,0,0,1,1,1,0,1,1,1;0.06671%
681;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;;5.0;7.0;Perdido;0,0,0,0,1,1,1,1,0,0,0;0.0%
682;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;;7.0;5.0;Ganado;0,0,0,0,1,1,1,1,0,1,1;0.01225%
683;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;;5.0;7.0;Perdido;0,0,0,1,0,0,1,1,1,0,0;0.0%
684;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;;7.0;5.0;Ganado;0,0,0,1,0,0,1,1,1,1,1;0.01225%
685;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;;5.0;7.0;Perdido;0,0,0,1,0,1,0,1,1,0,0;0.0%
686;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;;7.0;5.0;Ganado;0,0,0,1,0,1,0,1,1,1,1;0.00225%
687;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;;5.0;7.0;Perdido;0,0,0,1,0,1,1,0,1,0,0;0.0%
688;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;;7.0;5.0;Ganado;0,0,0,1,0,1,1,0,1,1,1;0.01225%
689;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;;5.0;7.0;Perdido;0,0,0,1,0,1,1,1,0,0,0;0.0%
690;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;;7.0;5.0;Ganado;0,0,0,1,0,1,1,1,0,1,1;0.00225%
691;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;;5.0;7.0;Perdido;0,0,0,1,1,0,0,1,1,0,0;0.0%
692;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;;7.0;5.0;Ganado;0,0,0,1,1,0,0,1,1,1,1;0.01225%
693;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;;5.0;7.0;Perdido;0,0,0,1,1,0,1,0,1,0,0;0.0%
694;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;;7.0;5.0;Ganado;0,0,0,1,1,0,1,0,1,1,1;0.06671%
