Iteración;J1;J2;J3;J4;J5;J6;J7;J8;J9;J10;J11;J12;J13;T1_Win;T2_Win;Set_Status;Game_Sequence
1146;0;0;1;1;1;1;1.0;0.0;0.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,1,1,0,0,0,0,1,1
1147;0;0;1;1;1;1;1.0;0.0;0.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,1,1,0,0,0,1,0,0
1148;0;0;1;1;1;1;1.0;0.0;0.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,1,1,0,0,0,1,0,1
1149;0;1;0;0;0;0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,0,1,1,1,1,0,1,0
1150;0;1;0;0;0;0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,0,1,1,1,1,0,1,1
1151;0;1;0;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,0,1,1,1,1,1,0,0
1152;0;1;0;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,0,1,1,1,1,1,0,1
1153;0;1;0;0;0;1;0.0;1.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,1,0,1,1,1,0,1,0
1154;0;1;0;0;0;1;0.0;1.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,1,0,1,1,1,0,1,1
1155;0;1;0;0;0;1;0.0;1.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,1,0,1,1,1,1,0,0
1156;0;1;0;0;0;1;0.0;1.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,1,0,1,1,1,1,0,1
1157;0;1;0;0;0;1;1.0;0.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,1,1,0,1,1,0,1,0
1158;0;1;0;0;0;1;1.0;0.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,1,1,0,1,1,0,1,1
1159;0;1;0;0;0;1;1.0;0.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,1,1,0,1,1,1,0,0
1160;0;1;0;0;0;1;1.0;0.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,1,1,0,1,1,1,0,1
1161;0;1;0;0;0;1;1.0;1.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,1,1,1,0,1,0,1,0
1162;0;1;0;0;0;1;1.0;1.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,1,1,1,0,1,0,1,1
1163;0;1;0;0;0;1;1.0;1.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,1,1,1,0,1,1,0,0
1164;0;1;0;0;0;1;1.0;1.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,1,1,1,0,1,1,0,1
1165;0;1;0;0;0;1;1.0;1.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;0,1,1,1,1,0,0,1,0
1166;0;1;0;0;0;1;1.0;1.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;0,1,1,1,1,0,0,1,1
1167;0;1;0;0;0;1;1.0;1.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;0,1,1,1,1,0,1,0,0
1168;0;1;0;0;0;1;1.0;1.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;0,1,1,1,1,0,1,0,1
1169;0;1;0;0;1;0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,0,0,1,1,1,0,1,0
1170;0;1;0;0;1;0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,0,0,1,1,1,0,1,1
1171;0;1;0;0;1;0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,0,0,1,1,1,1,0,0
1172;0;1;0;0;1;0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,0,0,1,1,1,1,0,1
1173;0;1;0;0;1;0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,0,1,0,1,1,0,1,0
1174;0;1;0;0;1;0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,0,1,0,1,1,0,1,1
1175;0;1;0;0;1;0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,0,1,0,1,1,1,0,0
1176;0;1;0;0;1;0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,0,1,0,1,1,1,0,1
1177;0;1;0;0;1;0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,0,1,1,0,1,0,1,0
1178;0;1;0;0;1;0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,0,1,1,0,1,0,1,1
1179;0;1;0;0;1;0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,0,1,1,0,1,1,0,0
1180;0;1;0;0;1;0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,0,1,1,0,1,1,0,1
1181;0;1;0;0;1;0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,0,1,1,1,0,0,1,0
1182;0;1;0;0;1;0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,0,1,1,1,0,0,1,1
1183;0;1;0;0;1;0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,0,1,1,1,0,1,0,0
1184;0;1;0;0;1;0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,0,1,1,1,0,1,0,1
1185;0;1;0;0;1;1;0.0;0.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,1,0,0,1,1,0,1,0
1186;0;1;0;0;1;1;0.0;0.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,1,0,0,1,1,0,1,1
1187;0;1;0;0;1;1;0.0;0.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,1,0,0,1,1,1,0,0
1188;0;1;0;0;1;1;0.0;0.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,1,0,0,1,1,1,0,1
1189;0;1;0;0;1;1;0.0;1.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,1,0,1,0,1,0,1,0
1190;0;1;0;0;1;1;0.0;1.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,1,0,1,0,1,0,1,1
1191;0;1;0;0;1;1;0.0;1.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,1,0,1,0,1,1,0,0
1192;0;1;0;0;1;1;0.0;1.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,1,0,1,0,1,1,0,1
1193;0;1;0;0;1;1;0.0;1.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,1,0,1,1,0,0,1,0
1194;0;1;0;0;1;1;0.0;1.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,1,0,1,1,0,0,1,1
1195;0;1;0;0;1;1;0.0;1.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,1,0,1,1,0,1,0,0
1196;0;1;0;0;1;1;0.0;1.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,1,0,1,1,0,1,0,1
1197;0;1;0;0;1;1;1.0;0.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,1,1,0,0,1,0,1,0
1198;0;1;0;0;1;1;1.0;0.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,1,1,0,0,1,0,1,1
1199;0;1;0;0;1;1;1.0;0.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,1,1,0,0,1,1,0,0
1200;0;1;0;0;1;1;1.0;0.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,1,1,0,0,1,1,0,1
1201;0;1;0;0;1;1;1.0;0.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,1,1,0,1,0,0,1,0
1202;0;1;0;0;1;1;1.0;0.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,1,1,0,1,0,0,1,1
1203;0;1;0;0;1;1;1.0;0.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,1,1,0,1,0,1,0,0
1204;0;1;0;0;1;1;1.0;0.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,1,1,0,1,0,1,0,1
1205;0;1;0;0;1;1;1.0;1.0;0.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,1,1,1,0,0,0,1,0
1206;0;1;0;0;1;1;1.0;1.0;0.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,1,1,1,0,0,0,1,1
1207;0;1;0;0;1;1;1.0;1.0;0.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,1,1,1,0,0,1,0,0
1208;0;1;0;0;1;1;1.0;1.0;0.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,1,1,1,0,0,1,0,1
1209;0;1;0;1;0;0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,0,0,1,1,1,0,1,0
1210;0;1;0;1;0;0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,0,0,1,1,1,0,1,1
1211;0;1;0;1;0;0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,0,0,1,1,1,1,0,0
1212;0;1;0;1;0;0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,0,0,1,1,1,1,0,1
1213;0;1;0;1;0;0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,0,1,0,1,1,0,1,0
1214;0;1;0;1;0;0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,0,1,0,1,1,0,1,1
1215;0;1;0;1;0;0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,0,1,0,1,1,1,0,0
1216;0;1;0;1;0;0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,0,1,0,1,1,1,0,1
1217;0;1;0;1;0;0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,0,1,1,0,1,0,1,0
1218;0;1;0;1;0;0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,0,1,1,0,1,0,1,1
1219;0;1;0;1;0;0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,0,1,1,0,1,1,0,0
1220;0;1;0;1;0;0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,0,1,1,0,1,1,0,1
1221;0;1;0;1;0;0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;0,0,1,1,1,0,0,1,0
1222;0;1;0;1;0;0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;0,0,1,1,1,0,0,1,1
1223;0;1;0;1;0;0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;0,0,1,1,1,0,1,0,0
1224;0;1;0;1;0;0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;0,0,1,1,1,0,1,0,1
1225;0;1;0;1;0;1;0.0;0.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,1,0,0,1,1,0,1,0
1226;0;1;0;1;0;1;0.0;0.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,1,0,0,1,1,0,1,1
1227;0;1;0;1;0;1;0.0;0.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,1,0,0,1,1,1,0,0
1228;0;1;0;1;0;1;0.0;0.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,1,0,0,1,1,1,0,1
1229;0;1;0;1;0;1;0.0;1.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,1,0,1,0,1,0,1,0
1230;0;1;0;1;0;1;0.0;1.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,1,0,1,0,1,0,1,1
1231;0;1;0;1;0;1;0.0;1.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,1,0,1,0,1,1,0,0
1232;0;1;0;1;0;1;0.0;1.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,1,0,1,0,1,1,0,1
1233;0;1;0;1;0;1;0.0;1.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;0,1,0,1,1,0,0,1,0
1234;0;1;0;1;0;1;0.0;1.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;0,1,0,1,1,0,0,1,1
1235;0;1;0;1;0;1;0.0;1.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;0,1,0,1,1,0,1,0,0
1236;0;1;0;1;0;1;0.0;1.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;0,1,0,1,1,0,1,0,1
1237;0;1;0;1;0;1;1.0;0.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,1,1,0,0,1,0,1,0
1238;0;1;0;1;0;1;1.0;0.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,1,1,0,0,1,0,1,1
1239;0;1;0;1;0;1;1.0;0.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,1,1,0,0,1,1,0,0
1240;0;1;0;1;0;1;1.0;0.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,1,1,0,0,1,1,0,1
1241;0;1;0;1;0;1;1.0;0.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;0,1,1,0,1,0,0,1,0
1242;0;1;0;1;0;1;1.0;0.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;0,1,1,0,1,0,0,1,1
1243;0;1;0;1;0;1;1.0;0.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;0,1,1,0,1,0,1,0,0
1244;0;1;0;1;0;1;1.0;0.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;0,1,1,0,1,0,1,0,1
1245;0;1;0;1;0;1;1.0;1.0;0.0;0.0;0.0;1.0;0.0;6;7;Perdido;0,1,1,1,0,0,0,1,0
1246;0;1;0;1;0;1;1.0;1.0;0.0;0.0;0.0;1.0;1.0;7;6;Ganado;0,1,1,1,0,0,0,1,1
1247;0;1;0;1;0;1;1.0;1.0;0.0;0.0;1.0;0.0;0.0;6;7;Perdido;0,1,1,1,0,0,1,0,0
1248;0;1;0;1;0;1;1.0;1.0;0.0;0.0;1.0;0.0;1.0;7;6;Ganado;0,1,1,1,0,0,1,0,1
1249;0;1;0;1;1;0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,0,0,0,1,1,0,1,0
1250;0;1;0;1;1;0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,0,0,0,1,1,0,1,1
1251;0;1;0;1;1;0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,0,0,0,1,1,1,0,0
1252;0;1;0;1;1;0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,0,0,0,1,1,1,0,1
1253;0;1;0;1;1;0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,0,0,1,0,1,0,1,0
1254;0;1;0;1;1;0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,0,0,1,0,1,0,1,1
1255;0;1;0;1;1;0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,0,0,1,0,1,1,0,0
1256;0;1;0;1;1;0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,0,0,1,0,1,1,0,1
1257;0;1;0;1;1;0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,0,0,1,1,0,0,1,0
1258;0;1;0;1;1;0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,0,0,1,1,0,0,1,1
1259;0;1;0;1;1;0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,0,0,1,1,0,1,0,0
1260;0;1;0;1;1;0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,0,0,1,1,0,1,0,1
1261;0;1;0;1;1;0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,0,1,0,0,1,0,1,0
1262;0;1;0;1;1;0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,0,1,0,0,1,0,1,1
1263;0;1;0;1;1;0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,0,1,0,0,1,1,0,0
1264;0;1;0;1;1;0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,0,1,0,0,1,1,0,1
1265;0;1;0;1;1;0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,0,1,0,1,0,0,1,0
1266;0;1;0;1;1;0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,0,1,0,1,0,0,1,1
1267;0;1;0;1;1;0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,0,1,0,1,0,1,0,0
1268;0;1;0;1;1;0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,0,1,0,1,0,1,0,1
1269;0;1;0;1;1;0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,0,1,1,0,0,0,1,0
1270;0;1;0;1;1;0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,0,1,1,0,0,0,1,1
1271;0;1;0;1;1;0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,0,1,1,0,0,1,0,0
1272;0;1;0;1;1;0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,0,1,1,0,0,1,0,1
1273;0;1;0;1;1;1;0.0;0.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,1,0,0,0,1,0,1,0
1274;0;1;0;1;1;1;0.0;0.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,1,0,0,0,1,0,1,1
1275;0;1;0;1;1;1;0.0;0.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,1,0,0,0,1,1,0,0
1276;0;1;0;1;1;1;0.0;0.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,1,0,0,0,1,1,0,1
1277;0;1;0;1;1;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,1,0,0,1,0,0,1,0
1278;0;1;0;1;1;1;0.0;0.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,1,0,0,1,0,0,1,1
1279;0;1;0;1;1;1;0.0;0.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,1,0,0,1,0,1,0,0
1280;0;1;0;1;1;1;0.0;0.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,1,0,0,1,0,1,0,1
1281;0;1;0;1;1;1;0.0;1.0;0.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,1,0,1,0,0,0,1,0
1282;0;1;0;1;1;1;0.0;1.0;0.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,1,0,1,0,0,0,1,1
1283;0;1;0;1;1;1;0.0;1.0;0.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,1,0,1,0,0,1,0,0
1284;0;1;0;1;1;1;0.0;1.0;0.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,1,0,1,0,0,1,0,1
1285;0;1;0;1;1;1;1.0;0.0;0.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,1,1,0,0,0,0,1,0
1286;0;1;0;1;1;1;1.0;0.0;0.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,1,1,0,0,0,0,1,1
1287;0;1;0;1;1;1;1.0;0.0;0.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,1,1,0,0,0,1,0,0
1288;0;1;0;1;1;1;1.0;0.0;0.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,1,1,0,0,0,1,0,1
1289;0;1;1;0;0;0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,0,0,1,1,1,0,1,0
1290;0;1;1;0;0;0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,0,0,1,1,1,0,1,1
1291;0;1;1;0;0;0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,0,0,1,1,1,1,0,0
1292;0;1;1;0;0;0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,0,0,1,1,1,1,0,1
1293;0;1;1;0;0;0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,0,1,0,1,1,0,1,0
1294;0;1;1;0;0;0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,0,1,0,1,1,0,1,1
1295;0;1;1;0;0;0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,0,1,0,1,1,1,0,0
1296;0;1;1;0;0;0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,0,1,0,1,1,1,0,1
1297;0;1;1;0;0;0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,0,1,1,0,1,0,1,0
1298;0;1;1;0;0;0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,0,1,1,0,1,0,1,1
1299;0;1;1;0;0;0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,0,1,1,0,1,1,0,0
1300;0;1;1;0;0;0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,0,1,1,0,1,1,0,1
1301;0;1;1;0;0;0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;0,0,1,1,1,0,0,1,0
1302;0;1;1;0;0;0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;0,0,1,1,1,0,0,1,1
1303;0;1;1;0;0;0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;0,0,1,1,1,0,1,0,0
1304;0;1;1;0;0;0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;0,0,1,1,1,0,1,0,1
1305;0;1;1;0;0;1;0.0;0.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,1,0,0,1,1,0,1,0
1306;0;1;1;0;0;1;0.0;0.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,1,0,0,1,1,0,1,1
1307;0;1;1;0;0;1;0.0;0.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,1,0,0,1,1,1,0,0
1308;0;1;1;0;0;1;0.0;0.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,1,0,0,1,1,1,0,1
1309;0;1;1;0;0;1;0.0;1.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,1,0,1,0,1,0,1,0
1310;0;1;1;0;0;1;0.0;1.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,1,0,1,0,1,0,1,1
1311;0;1;1;0;0;1;0.0;1.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,1,0,1,0,1,1,0,0
1312;0;1;1;0;0;1;0.0;1.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,1,0,1,0,1,1,0,1
1313;0;1;1;0;0;1;0.0;1.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;0,1,0,1,1,0,0,1,0
1314;0;1;1;0;0;1;0.0;1.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;0,1,0,1,1,0,0,1,1
1315;0;1;1;0;0;1;0.0;1.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;0,1,0,1,1,0,1,0,0
1316;0;1;1;0;0;1;0.0;1.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;0,1,0,1,1,0,1,0,1
1317;0;1;1;0;0;1;1.0;0.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;0,1,1,0,0,1,0,1,0
1318;0;1;1;0;0;1;1.0;0.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;0,1,1,0,0,1,0,1,1
1319;0;1;1;0;0;1;1.0;0.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;0,1,1,0,0,1,1,0,0
1320;0;1;1;0;0;1;1.0;0.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;0,1,1,0,0,1,1,0,1
1321;0;1;1;0;0;1;1.0;0.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;0,1,1,0,1,0,0,1,0
1322;0;1;1;0;0;1;1.0;0.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;0,1,1,0,1,0,0,1,1
1323;0;1;1;0;0;1;1.0;0.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;0,1,1,0,1,0,1,0,0
1324;0;1;1;0;0;1;1.0;0.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;0,1,1,0,1,0,1,0,1
1325;0;1;1;0;0;1;1.0;1.0;0.0;0.0;0.0;1.0;0.0;6;7;Perdido;0,1,1,1,0,0,0,1,0
1326;0;1;1;0;0;1;1.0;1.0;0.0;0.0;0.0;1.0;1.0;7;6;Ganado;0,1,1,1,0,0,0,1,1
1327;0;1;1;0;0;1;1.0;1.0;0.0;0.0;1.0;0.0;0.0;6;7;Perdido;0,1,1,1,0,0,1,0,0
1328;0;1;1;0;0;1;1.0;1.0;0.0;0.0;1.0;0.0;1.0;7;6;Ganado;0,1,1,1,0,0,1,0,1
1329;0;1;1;0;1;0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,0,0,0,1,1,0,1,0
1330;0;1;1;0;1;0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,0,0,0,1,1,0,1,1
1331;0;1;1;0;1;0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,0,0,0,1,1,1,0,0
1332;0;1;1;0;1;0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,0,0,0,1,1,1,0,1
1333;0;1;1;0;1;0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,0,0,1,0,1,0,1,0
1334;0;1;1;0;1;0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,0,0,1,0,1,0,1,1
1335;0;1;1;0;1;0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,0,0,1,0,1,1,0,0
1336;0;1;1;0;1;0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,0,0,1,0,1,1,0,1
1337;0;1;1;0;1;0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;6;7;Perdido;1,0,0,1,1,0,0,1,0
1338;0;1;1;0;1;0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;7;6;Ganado;1,0,0,1,1,0,0,1,1
1339;0;1;1;0;1;0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;6;7;Perdido;1,0,0,1,1,0,1,0,0
1340;0;1;1;0;1;0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;7;6;Ganado;1,0,0,1,1,0,1,0,1
1341;0;1;1;0;1;0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;6;7;Perdido;1,0,1,0,0,1,0,1,0
1342;0;1;1;0;1;0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;7;6;Ganado;1,0,1,0,0,1,0,1,1
1343;0;1;1;0;1;0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;6;7;Perdido;1,0,1,0,0,1,1,0,0
1344;0;1;1;0;1;0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;7;6;Ganado;1,0,1,0,0,1,1,0,1
