Iteración;J1;J2;J3;J4;J5;J6;J7;J8;J9;J10;J11;J12;J13;T1_Win;T2_Win;Set_Status
410;1;1;1;0;1;0;0;0;0;0;;;;4;6;Perdido
411;1;1;1;0;1;0;0;0;1;1;;;;6;4;Ganado
412;1;1;1;0;1;0;0;1;0;1;;;;6;4;Ganado
413;1;1;1;0;1;0;1;0;0;1;;;;6;4;Ganado
414;1;1;1;0;1;1;0;0;0;1;;;;6;4;Ganado
415;1;1;1;1;0;0;0;0;0;0;;;;4;6;Perdido
416;1;1;1;1;0;0;0;0;1;1;;;;6;4;Ganado
417;1;1;1;1;0;0;0;1;0;1;;;;6;4;Ganado
418;1;1;1;1;0;0;1;0;0;1;;;;6;4;Ganado
419;1;1;1;1;0;1;0;0;0;1;;;;6;4;Ganado
420;1;1;1;1;1;0;0;0;0;1;;;;6;4;Ganado
421;0;0;0;0;0;1;1;1;1;1;0;0;;5;7;Perdido
422;0;0;0;0;0;1;1;1;1;1;1;1;;7;5;Ganado
423;0;0;0;0;1;0;1;1;1;1;0;0;;5;7;Perdido
424;0;0;0;0;1;0;1;1;1;1;1;1;;7;5;Ganado
425;0;0;0;0;1;1;0;1;1;1;0;0;;5;7;Perdido
426;0;0;0;0;1;1;0;1;1;1;1;1;;7;5;Ganado
427;0;0;0;0;1;1;1;0;1;1;0;0;;5;7;Perdido
428;0;0;0;0;1;1;1;0;1;1;1;1;;7;5;Ganado
429;0;0;0;0;1;1;1;1;0;1;0;0;;5;7;Perdido
430;0;0;0;0;1;1;1;1;0;1;1;1;;7;5;Ganado
431;0;0;0;0;1;1;1;1;1;0;0;0;;5;7;Perdido
432;0;0;0;0;1;1;1;1;1;0;1;1;;7;5;Ganado
433;0;0;0;1;0;0;1;1;1;1;0;0;;5;7;Perdido
434;0;0;0;1;0;0;1;1;1;1;1;1;;7;5;Ganado
435;0;0;0;1;0;1;0;1;1;1;0;0;;5;7;Perdido
436;0;0;0;1;0;1;0;1;1;1;1;1;;7;5;Ganado
437;0;0;0;1;0;1;1;0;1;1;0;0;;5;7;Perdido
438;0;0;0;1;0;1;1;0;1;1;1;1;;7;5;Ganado
439;0;0;0;1;0;1;1;1;0;1;0;0;;5;7;Perdido
440;0;0;0;1;0;1;1;1;0;1;1;1;;7;5;Ganado
441;0;0;0;1;0;1;1;1;1;0;0;0;;5;7;Perdido
442;0;0;0;1;0;1;1;1;1;0;1;1;;7;5;Ganado
443;0;0;0;1;1;0;0;1;1;1;0;0;;5;7;Perdido
444;0;0;0;1;1;0;0;1;1;1;1;1;;7;5;Ganado
445;0;0;0;1;1;0;1;0;1;1;0;0;;5;7;Perdido
446;0;0;0;1;1;0;1;0;1;1;1;1;;7;5;Ganado
447;0;0;0;1;1;0;1;1;0;1;0;0;;5;7;Perdido
448;0;0;0;1;1;0;1;1;0;1;1;1;;7;5;Ganado
449;0;0;0;1;1;0;1;1;1;0;0;0;;5;7;Perdido
450;0;0;0;1;1;0;1;1;1;0;1;1;;7;5;Ganado
451;0;0;0;1;1;1;0;0;1;1;0;0;;5;7;Perdido
452;0;0;0;1;1;1;0;0;1;1;1;1;;7;5;Ganado
453;0;0;0;1;1;1;0;1;0;1;0;0;;5;7;Perdido
454;0;0;0;1;1;1;0;1;0;1;1;1;;7;5;Ganado
455;0;0;0;1;1;1;0;1;1;0;0;0;;5;7;Perdido
456;0;0;0;1;1;1;0;1;1;0;1;1;;7;5;Ganado
457;0;0;0;1;1;1;1;0;0;1;0;0;;5;7;Perdido
458;0;0;0;1;1;1;1;0;0;1;1;1;;7;5;Ganado
459;0;0;0;1;1;1;1;0;1;0;0;0;;5;7;Perdido
460;0;0;0;1;1;1;1;0;1;0;1;1;;7;5;Ganado
461;0;0;0;1;1;1;1;1;0;0;0;0;;5;7;Perdido
462;0;0;0;1;1;1;1;1;0;0;1;1;;7;5;Ganado
463;0;0;1;0;0;0;1;1;1;1;0;0;;5;7;Perdido
464;0;0;1;0;0;0;1;1;1;1;1;1;;7;5;Ganado
465;0;0;1;0;0;1;0;1;1;1;0;0;;5;7;Perdido
466;0;0;1;0;0;1;0;1;1;1;1;1;;7;5;Ganado
467;0;0;1;0;0;1;1;0;1;1;0;0;;5;7;Perdido
468;0;0;1;0;0;1;1;0;1;1;1;1;;7;5;Ganado
469;0;0;1;0;0;1;1;1;0;1;0;0;;5;7;Perdido
470;0;0;1;0;0;1;1;1;0;1;1;1;;7;5;Ganado
471;0;0;1;0;0;1;1;1;1;0;0;0;;5;7;Perdido
472;0;0;1;0;0;1;1;1;1;0;1;1;;7;5;Ganado
473;0;0;1;0;1;0;0;1;1;1;0;0;;5;7;Perdido
474;0;0;1;0;1;0;0;1;1;1;1;1;;7;5;Ganado
475;0;0;1;0;1;0;1;0;1;1;0;0;;5;7;Perdido
476;0;0;1;0;1;0;1;0;1;1;1;1;;7;5;Ganado
477;0;0;1;0;1;0;1;1;0;1;0;0;;5;7;Perdido
478;0;0;1;0;1;0;1;1;0;1;1;1;;7;5;Ganado
479;0;0;1;0;1;0;1;1;1;0;0;0;;5;7;Perdido
480;0;0;1;0;1;0;1;1;1;0;1;1;;7;5;Ganado
481;0;0;1;0;1;1;0;0;1;1;0;0;;5;7;Perdido
482;0;0;1;0;1;1;0;0;1;1;1;1;;7;5;Ganado
483;0;0;1;0;1;1;0;1;0;1;0;0;;5;7;Perdido
484;0;0;1;0;1;1;0;1;0;1;1;1;;7;5;Ganado
485;0;0;1;0;1;1;0;1;1;0;0;0;;5;7;Perdido
486;0;0;1;0;1;1;0;1;1;0;1;1;;7;5;Ganado
487;0;0;1;0;1;1;1;0;0;1;0;0;;5;7;Perdido
488;0;0;1;0;1;1;1;0;0;1;1;1;;7;5;Ganado
489;0;0;1;0;1;1;1;0;1;0;0;0;;5;7;Perdido
490;0;0;1;0;1;1;1;0;1;0;1;1;;7;5;Ganado
491;0;0;1;0;1;1;1;1;0;0;0;0;;5;7;Perdido
492;0;0;1;0;1;1;1;1;0;0;1;1;;7;5;Ganado
493;0;0;1;1;0;0;0;1;1;1;0;0;;5;7;Perdido
494;0;0;1;1;0;0;0;1;1;1;1;1;;7;5;Ganado
495;0;0;1;1;0;0;1;0;1;1;0;0;;5;7;Perdido
496;0;0;1;1;0;0;1;0;1;1;1;1;;7;5;Ganado
497;0;0;1;1;0;0;1;1;0;1;0;0;;5;7;Perdido
498;0;0;1;1;0;0;1;1;0;1;1;1;;7;5;Ganado
499;0;0;1;1;0;0;1;1;1;0;0;0;;5;7;Perdido
500;0;0;1;1;0;0;1;1;1;0;1;1;;7;5;Ganado
501;0;0;1;1;0;1;0;0;1;1;0;0;;5;7;Perdido
502;0;0;1;1;0;1;0;0;1;1;1;1;;7;5;Ganado
503;0;0;1;1;0;1;0;1;0;1;0;0;;5;7;Perdido
504;0;0;1;1;0;1;0;1;0;1;1;1;;7;5;Ganado
505;0;0;1;1;0;1;0;1;1;0;0;0;;5;7;Perdido
506;0;0;1;1;0;1;0;1;1;0;1;1;;7;5;Ganado
507;0;0;1;1;0;1;1;0;0;1;0;0;;5;7;Perdido
508;0;0;1;1;0;1;1;0;0;1;1;1;;7;5;Ganado
509;0;0;1;1;0;1;1;0;1;0;0;0;;5;7;Perdido
510;0;0;1;1;0;1;1;0;1;0;1;1;;7;5;Ganado
511;0;0;1;1;0;1;1;1;0;0;0;0;;5;7;Perdido
512;0;0;1;1;0;1;1;1;0;0;1;1;;7;5;Ganado
513;0;0;1;1;1;0;0;0;1;1;0;0;;5;7;Perdido
514;0;0;1;1;1;0;0;0;1;1;1;1;;7;5;Ganado
515;0;0;1;1;1;0;0;1;0;1;0;0;;5;7;Perdido
516;0;0;1;1;1;0;0;1;0;1;1;1;;7;5;Ganado
517;0;0;1;1;1;0;0;1;1;0;0;0;;5;7;Perdido
518;0;0;1;1;1;0;0;1;1;0;1;1;;7;5;Ganado
519;0;0;1;1;1;0;1;0;0;1;0;0;;5;7;Perdido
520;0;0;1;1;1;0;1;0;0;1;1;1;;7;5;Ganado
521;0;0;1;1;1;0;1;0;1;0;0;0;;5;7;Perdido
522;0;0;1;1;1;0;1;0;1;0;1;1;;7;5;Ganado
523;0;0;1;1;1;0;1;1;0;0;0;0;;5;7;Perdido
524;0;0;1;1;1;0;1;1;0;0;1;1;;7;5;Ganado
525;0;0;1;1;1;1;0;0;0;1;0;0;;5;7;Perdido
526;0;0;1;1;1;1;0;0;0;1;1;1;;7;5;Ganado
527;0;0;1;1;1;1;0;0;1;0;0;0;;5;7;Perdido
528;0;0;1;1;1;1;0;0;1;0;1;1;;7;5;Ganado
529;0;0;1;1;1;1;0;1;0;0;0;0;;5;7;Perdido
530;0;0;1;1;1;1;0;1;0;0;1;1;;7;5;Ganado
531;0;0;1;1;1;1;1;0;0;0;0;0;;5;7;Perdido
532;0;0;1;1;1;1;1;0;0;0;1;1;;7;5;Ganado
533;0;1;0;0;0;0;1;1;1;1;0;0;;5;7;Perdido
534;0;1;0;0;0;0;1;1;1;1;1;1;;7;5;Ganado
535;0;1;0;0;0;1;0;1;1;1;0;0;;5;7;Perdido
536;0;1;0;0;0;1;0;1;1;1;1;1;;7;5;Ganado
537;0;1;0;0;0;1;1;0;1;1;0;0;;5;7;Perdido
538;0;1;0;0;0;1;1;0;1;1;1;1;;7;5;Ganado
539;0;1;0;0;0;1;1;1;0;1;0;0;;5;7;Perdido
540;0;1;0;0;0;1;1;1;0;1;1;1;;7;5;Ganado
541;0;1;0;0;0;1;1;1;1;0;0;0;;5;7;Perdido
542;0;1;0;0;0;1;1;1;1;0;1;1;;7;5;Ganado
543;0;1;0;0;1;0;0;1;1;1;0;0;;5;7;Perdido
544;0;1;0;0;1;0;0;1;1;1;1;1;;7;5;Ganado
545;0;1;0;0;1;0;1;0;1;1;0;0;;5;7;Perdido
546;0;1;0;0;1;0;1;0;1;1;1;1;;7;5;Ganado
547;0;1;0;0;1;0;1;1;0;1;0;0;;5;7;Perdido
548;0;1;0;0;1;0;1;1;0;1;1;1;;7;5;Ganado
549;0;1;0;0;1;0;1;1;1;0;0;0;;5;7;Perdido
550;0;1;0;0;1;0;1;1;1;0;1;1;;7;5;Ganado
551;0;1;0;0;1;1;0;0;1;1;0;0;;5;7;Perdido
552;0;1;0;0;1;1;0;0;1;1;1;1;;7;5;Ganado
553;0;1;0;0;1;1;0;1;0;1;0;0;;5;7;Perdido
554;0;1;0;0;1;1;0;1;0;1;1;1;;7;5;Ganado
555;0;1;0;0;1;1;0;1;1;0;0;0;;5;7;Perdido
556;0;1;0;0;1;1;0;1;1;0;1;1;;7;5;Ganado
557;0;1;0;0;1;1;1;0;0;1;0;0;;5;7;Perdido
558;0;1;0;0;1;1;1;0;0;1;1;1;;7;5;Ganado
559;0;1;0;0;1;1;1;0;1;0;0;0;;5;7;Perdido
560;0;1;0;0;1;1;1;0;1;0;1;1;;7;5;Ganado
561;0;1;0;0;1;1;1;1;0;0;0;0;;5;7;Perdido
562;0;1;0;0;1;1;1;1;0;0;1;1;;7;5;Ganado
563;0;1;0;1;0;0;0;1;1;1;0;0;;5;7;Perdido
564;0;1;0;1;0;0;0;1;1;1;1;1;;7;5;Ganado
565;0;1;0;1;0;0;1;0;1;1;0;0;;5;7;Perdido
566;0;1;0;1;0;0;1;0;1;1;1;1;;7;5;Ganado
567;0;1;0;1;0;0;1;1;0;1;0;0;;5;7;Perdido
568;0;1;0;1;0;0;1;1;0;1;1;1;;7;5;Ganado
569;0;1;0;1;0;0;1;1;1;0;0;0;;5;7;Perdido
570;0;1;0;1;0;0;1;1;1;0;1;1;;7;5;Ganado
571;0;1;0;1;0;1;0;0;1;1;0;0;;5;7;Perdido
572;0;1;0;1;0;1;0;0;1;1;1;1;;7;5;Ganado
573;0;1;0;1;0;1;0;1;0;1;0;0;;5;7;Perdido
574;0;1;0;1;0;1;0;1;0;1;1;1;;7;5;Ganado
575;0;1;0;1;0;1;0;1;1;0;0;0;;5;7;Perdido
576;0;1;0;1;0;1;0;1;1;0;1;1;;7;5;Ganado
577;0;1;0;1;0;1;1;0;0;1;0;0;;5;7;Perdido
578;0;1;0;1;0;1;1;0;0;1;1;1;;7;5;Ganado
579;0;1;0;1;0;1;1;0;1;0;0;0;;5;7;Perdido
580;0;1;0;1;0;1;1;0;1;0;1;1;;7;5;Ganado
581;0;1;0;1;0;1;1;1;0;0;0;0;;5;7;Perdido
582;0;1;0;1;0;1;1;1;0;0;1;1;;7;5;Ganado
583;0;1;0;1;1;0;0;0;1;1;0;0;;5;7;Perdido
584;0;1;0;1;1;0;0;0;1;1;1;1;;7;5;Ganado
585;0;1;0;1;1;0;0;1;0;1;0;0;;5;7;Perdido
586;0;1;0;1;1;0;0;1;0;1;1;1;;7;5;Ganado
587;0;1;0;1;1;0;0;1;1;0;0;0;;5;7;Perdido
588;0;1;0;1;1;0;0;1;1;0;1;1;;7;5;Ganado
589;0;1;0;1;1;0;1;0;0;1;0;0;;5;7;Perdido
590;0;1;0;1;1;0;1;0;0;1;1;1;;7;5;Ganado
591;0;1;0;1;1;0;1;0;1;0;0;0;;5;7;Perdido
592;0;1;0;1;1;0;1;0;1;0;1;1;;7;5;Ganado
593;0;1;0;1;1;0;1;1;0;0;0;0;;5;7;Perdido
594;0;1;0;1;1;0;1;1;0;0;1;1;;7;5;Ganado
595;0;1;0;1;1;1;0;0;0;1;0;0;;5;7;Perdido
596;0;1;0;1;1;1;0;0;0;1;1;1;;7;5;Ganado
597;0;1;0;1;1;1;0;0;1;0;0;0;;5;7;Perdido
598;0;1;0;1;1;1;0;0;1;0;1;1;;7;5;Ganado
599;0;1;0;1;1;1;0;1;0;0;0;0;;5;7;Perdido
600;0;1;0;1;1;1;0;1;0;0;1;1;;7;5;Ganado
601;0;1;0;1;1;1;1;0;0;0;0;0;;5;7;Perdido
602;0;1;0;1;1;1;1;0;0;0;1;1;;7;5;Ganado
603;0;1;1;0;0;0;0;1;1;1;0;0;;5;7;Perdido
604;0;1;1;0;0;0;0;1;1;1;1;1;;7;5;Ganado
605;0;1;1;0;0;0;1;0;1;1;0;0;;5;7;Perdido
606;0;1;1;0;0;0;1;0;1;1;1;1;;7;5;Ganado
607;0;1;1;0;0;0;1;1;0;1;0;0;;5;7;Perdido
608;0;1;1;0;0;0;1;1;0;1;1;1;;7;5;Ganado
609;0;1;1;0;0;0;1;1;1;0;0;0;;5;7;Perdido
610;0;1;1;0;0;0;1;1;1;0;1;1;;7;5;Ganado
611;0;1;1;0;0;1;0;0;1;1;0;0;;5;7;Perdido
612;0;1;1;0;0;1;0;0;1;1;1;1;;7;5;Ganado
613;0;1;1;0;0;1;0;1;0;1;0;0;;5;7;Perdido
614;0;1;1;0;0;1;0;1;0;1;1;1;;7;5;Ganado
615;0;1;1;0;0;1;0;1;1;0;0;0;;5;7;Perdido
616;0;1;1;0;0;1;0;1;1;0;1;1;;7;5;Ganado
617;0;1;1;0;0;1;1;0;0;1;0;0;;5;7;Perdido
618;0;1;1;0;0;1;1;0;0;1;1;1;;7;5;Ganado
619;0;1;1;0;0;1;1;0;1;0;0;0;;5;7;Perdido
620;0;1;1;0;0;1;1;0;1;0;1;1;;7;5;Ganado
621;0;1;1;0;0;1;1;1;0;0;0;0;;5;7;Perdido
622;0;1;1;0;0;1;1;1;0;0;1;1;;7;5;Ganado
623;0;1;1;0;1;0;0;0;1;1;0;0;;5;7;Perdido
624;0;1;1;0;1;0;0;0;1;1;1;1;;7;5;Ganado
625;0;1;1;0;1;0;0;1;0;1;0;0;;5;7;Perdido
626;0;1;1;0;1;0;0;1;0;1;1;1;;7;5;Ganado
627;0;1;1;0;1;0;0;1;1;0;0;0;;5;7;Perdido
628;0;1;1;0;1;0;0;1;1;0;1;1;;7;5;Ganado
629;0;1;1;0;1;0;1;0;0;1;0;0;;5;7;Perdido
630;0;1;1;0;1;0;1;0;0;1;1;1;;7;5;Ganado
631;0;1;1;0;1;0;1;0;1;0;0;0;;5;7;Perdido
632;0;1;1;0;1;0;1;0;1;0;1;1;;7;5;Ganado
633;0;1;1;0;1;0;1;1;0;0;0;0;;5;7;Perdido
634;0;1;1;0;1;0;1;1;0;0;1;1;;7;5;Ganado
635;0;1;1;0;1;1;0;0;0;1;0;0;;5;7;Perdido
636;0;1;1;0;1;1;0;0;0;1;1;1;;7;5;Ganado
637;0;1;1;0;1;1;0;0;1;0;0;0;;5;7;Perdido
638;0;1;1;0;1;1;0;0;1;0;1;1;;7;5;Ganado
639;0;1;1;0;1;1;0;1;0;0;0;0;;5;7;Perdido
640;0;1;1;0;1;1;0;1;0;0;1;1;;7;5;Ganado
641;0;1;1;0;1;1;1;0;0;0;0;0;;5;7;Perdido
642;0;1;1;0;1;1;1;0;0;0;1;1;;7;5;Ganado
643;0;1;1;1;0;0;0;0;1;1;0;0;;5;7;Perdido
644;0;1;1;1;0;0;0;0;1;1;1;1;;7;5;Ganado
645;0;1;1;1;0;0;0;1;0;1;0;0;;5;7;Perdido
646;0;1;1;1;0;0;0;1;0;1;1;1;;7;5;Ganado
647;0;1;1;1;0;0;0;1;1;0;0;0;;5;7;Perdido
648;0;1;1;1;0;0;0;1;1;0;1;1;;7;5;Ganado
649;0;1;1;1;0;0;1;0;0;1;0;0;;5;7;Perdido
650;0;1;1;1;0;0;1;0;0;1;1;1;;7;5;Ganado
651;0;1;1;1;0;0;1;0;1;0;0;0;;5;7;Perdido
652;0;1;1;1;0;0;1;0;1;0;1;1;;7;5;Ganado
653;0;1;1;1;0;0;1;1;0;0;0;0;;5;7;Perdido
654;0;1;1;1;0;0;1;1;0;0;1;1;;7;5;Ganado
655;0;1;1;1;0;1;0;0;0;1;0;0;;5;7;Perdido
656;0;1;1;1;0;1;0;0;0;1;1;1;;7;5;Ganado
657;0;1;1;1;0;1;0;0;1;0;0;0;;5;7;Perdido
658;0;1;1;1;0;1;0;0;1;0;1;1;;7;5;Ganado
659;0;1;1;1;0;1;0;1;0;0;0;0;;5;7;Perdido
660;0;1;1;1;0;1;0;1;0;0;1;1;;7;5;Ganado
661;0;1;1;1;0;1;1;0;0;0;0;0;;5;7;Perdido
662;0;1;1;1;0;1;1;0;0;0;1;1;;7;5;Ganado
663;0;1;1;1;1;0;0;0;0;1;0;0;;5;7;Perdido
664;0;1;1;1;1;0;0;0;0;1;1;1;;7;5;Ganado
665;0;1;1;1;1;0;0;0;1;0;0;0;;5;7;Perdido
666;0;1;1;1;1;0;0;0;1;0;1;1;;7;5;Ganado
667;0;1;1;1;1;0;0;1;0;0;0;0;;5;7;Perdido
668;0;1;1;1;1;0;0;1;0;0;1;1;;7;5;Ganado
669;0;1;1;1;1;0;1;0;0;0;0;0;;5;7;Perdido
670;0;1;1;1;1;0;1;0;0;0;1;1;;7;5;Ganado
671;0;1;1;1;1;1;0;0;0;0;0;0;;5;7;Perdido
672;0;1;1;1;1;1;0;0;0;0;1;1;;7;5;Ganado
673;1;0;0;0;0;0;1;1;1;1;0;0;;5;7;Perdido
674;1;0;0;0;0;0;1;1;1;1;1;1;;7;5;Ganado
675;1;0;0;0;0;1;0;1;1;1;0;0;;5;7;Perdido
676;1;0;0;0;0;1;0;1;1;1;1;1;;7;5;Ganado
677;1;0;0;0;0;1;1;0;1;1;0;0;;5;7;Perdido
678;1;0;0;0;0;1;1;0;1;1;1;1;;7;5;Ganado
679;1;0;0;0;0;1;1;1;0;1;0;0;;5;7;Perdido
680;1;0;0;0;0;1;1;1;0;1;1;1;;7;5;Ganado
681;1;0;0;0;0;1;1;1;1;0;0;0;;5;7;Perdido
682;1;0;0;0;0;1;1;1;1;0;1;1;;7;5;Ganado
683;1;0;0;0;1;0;0;1;1;1;0;0;;5;7;Perdido
684;1;0;0;0;1;0;0;1;1;1;1;1;;7;5;Ganado
685;1;0;0;0;1;0;1;0;1;1;0;0;;5;7;Perdido
686;1;0;0;0;1;0;1;0;1;1;1;1;;7;5;Ganado
687;1;0;0;0;1;0;1;1;0;1;0;0;;5;7;Perdido
688;1;0;0;0;1;0;1;1;0;1;1;1;;7;5;Ganado
689;1;0;0;0;1;0;1;1;1;0;0;0;;5;7;Perdido
690;1;0;0;0;1;0;1;1;1;0;1;1;;7;5;Ganado
691;1;0;0;0;1;1;0;0;1;1;0;0;;5;7;Perdido
692;1;0;0;0;1;1;0;0;1;1;1;1;;7;5;Ganado
693;1;0;0;0;1;1;0;1;0;1;0;0;;5;7;Perdido
694;1;0;0;0;1;1;0;1;0;1;1;1;;7;5;Ganado
695;1;0;0;0;1;1;0;1;1;0;0;0;;5;7;Perdido
696;1;0;0;0;1;1;0;1;1;0;1;1;;7;5;Ganado
697;1;0;0;0;1;1;1;0;0;1;0;0;;5;7;Perdido
698;1;0;0;0;1;1;1;0;0;1;1;1;;7;5;Ganado
699;1;0;0;0;1;1;1;0;1;0;0;0;;5;7;Perdido
700;1;0;0;0;1;1;1;0;1;0;1;1;;7;5;Ganado
701;1;0;0;0;1;1;1;1;0;0;0;0;;5;7;Perdido
702;1;0;0;0;1;1;1;1;0;0;1;1;;7;5;Ganado
703;1;0;0;1;0;0;0;1;1;1;0;0;;5;7;Perdido
704;1;0;0;1;0;0;0;1;1;1;1;1;;7;5;Ganado
705;1;0;0;1;0;0;1;0;1;1;0;0;;5;7;Perdido
706;1;0;0;1;0;0;1;0;1;1;1;1;;7;5;Ganado
707;1;0;0;1;0;0;1;1;0;1;0;0;;5;7;Perdido
708;1;0;0;1;0;0;1;1;0;1;1;1;;7;5;Ganado
709;1;0;0;1;0;0;1;1;1;0;0;0;;5;7;Perdido
710;1;0;0;1;0;0;1;1;1;0;1;1;;7;5;Ganado
711;1;0;0;1;0;1;0;0;1;1;0;0;;5;7;Perdido
712;1;0;0;1;0;1;0;0;1;1;1;1;;7;5;Ganado
713;1;0;0;1;0;1;0;1;0;1;0;0;;5;7;Perdido
714;1;0;0;1;0;1;0;1;0;1;1;1;;7;5;Ganado
715;1;0;0;1;0;1;0;1;1;0;0;0;;5;7;Perdido
716;1;0;0;1;0;1;0;1;1;0;1;1;;7;5;Ganado
717;1;0;0;1;0;1;1;0;0;1;0;0;;5;7;Perdido
718;1;0;0;1;0;1;1;0;0;1;1;1;;7;5;Ganado
719;1;0;0;1;0;1;1;0;1;0;0;0;;5;7;Perdido
720;1;0;0;1;0;1;1;0;1;0;1;1;;7;5;Ganado
721;1;0;0;1;0;1;1;1;0;0;0;0;;5;7;Perdido
722;1;0;0;1;0;1;1;1;0;0;1;1;;7;5;Ganado
723;1;0;0;1;1;0;0;0;1;1;0;0;;5;7;Perdido
724;1;0;0;1;1;0;0;0;1;1;1;1;;7;5;Ganado
725;1;0;0;1;1;0;0;1;0;1;0;0;;5;7;Perdido
726;1;0;0;1;1;0;0;1;0;1;1;1;;7;5;Ganado
727;1;0;0;1;1;0;0;1;1;0;0;0;;5;7;Perdido
728;1;0;0;1;1;0;0;1;1;0;1;1;;7;5;Ganado
729;1;0;0;1;1;0;1;0;0;1;0;0;;5;7;Perdido
730;1;0;0;1;1;0;1;0;0;1;1;1;;7;5;Ganado
731;1;0;0;1;1;0;1;0;1;0;0;0;;5;7;Perdido
732;1;0;0;1;1;0;1;0;1;0;1;1;;7;5;Ganado
733;1;0;0;1;1;0;1;1;0;0;0;0;;5;7;Perdido
734;1;0;0;1;1;0;1;1;0;0;1;1;;7;5;Ganado
735;1;0;0;1;1;1;0;0;0;1;0;0;;5;7;Perdido
736;1;0;0;1;1;1;0;0;0;1;1;1;;7;5;Ganado
737;1;0;0;1;1;1;0;0;1;0;0;0;;5;7;Perdido
738;1;0;0;1;1;1;0;0;1;0;1;1;;7;5;Ganado
739;1;0;0;1;1;1;0;1;0;0;0;0;;5;7;Perdido
740;1;0;0;1;1;1;0;1;0;0;1;1;;7;5;Ganado
741;1;0;0;1;1;1;1;0;0;0;0;0;;5;7;Perdido
742;1;0;0;1;1;1;1;0;0;0;1;1;;7;5;Ganado
743;1;0;1;0;0;0;0;1;1;1;0;0;;5;7;Perdido
744;1;0;1;0;0;0;0;1;1;1;1;1;;7;5;Ganado
745;1;0;1;0;0;0;1;0;1;1;0;0;;5;7;Perdido
746;1;0;1;0;0;0;1;0;1;1;1;1;;7;5;Ganado
747;1;0;1;0;0;0;1;1;0;1;0;0;;5;7;Perdido
748;1;0;1;0;0;0;1;1;0;1;1;1;;7;5;Ganado
749;1;0;1;0;0;0;1;1;1;0;0;0;;5;7;Perdido
750;1;0;1;0;0;0;1;1;1;0;1;1;;7;5;Ganado
751;1;0;1;0;0;1;0;0;1;1;0;0;;5;7;Perdido
752;1;0;1;0;0;1;0;0;1;1;1;1;;7;5;Ganado
753;1;0;1;0;0;1;0;1;0;1;0;0;;5;7;Perdido
754;1;0;1;0;0;1;0;1;0;1;1;1;;7;5;Ganado
755;1;0;1;0;0;1;0;1;1;0;0;0;;5;7;Perdido
756;1;0;1;0;0;1;0;1;1;0;1;1;;7;5;Ganado
757;1;0;1;0;0;1;1;0;0;1;0;0;;5;7;Perdido
758;1;0;1;0;0;1;1;0;0;1;1;1;;7;5;Ganado
759;1;0;1;0;0;1;1;0;1;0;0;0;;5;7;Perdido
760;1;0;1;0;0;1;1;0;1;0;1;1;;7;5;Ganado
761;1;0;1;0;0;1;1;1;0;0;0;0;;5;7;Perdido
762;1;0;1;0;0;1;1;1;0;0;1;1;;7;5;Ganado
763;1;0;1;0;1;0;0;0;1;1;0;0;;5;7;Perdido
764;1;0;1;0;1;0;0;0;1;1;1;1;;7;5;Ganado
765;1;0;1;0;1;0;0;1;0;1;0;0;;5;7;Perdido
766;1;0;1;0;1;0;0;1;0;1;1;1;;7;5;Ganado
767;1;0;1;0;1;0;0;1;1;0;0;0;;5;7;Perdido
768;1;0;1;0;1;0;0;1;1;0;1;1;;7;5;Ganado
769;1;0;1;0;1;0;1;0;0;1;0;0;;5;7;Perdido
770;1;0;1;0;1;0;1;0;0;1;1;1;;7;5;Ganado
771;1;0;1;0;1;0;1;0;1;0;0;0;;5;7;Perdido
772;1;0;1;0;1;0;1;0;1;0;1;1;;7;5;Ganado
773;1;0;1;0;1;0;1;1;0;0;0;0;;5;7;Perdido
774;1;0;1;0;1;0;1;1;0;0;1;1;;7;5;Ganado
775;1;0;1;0;1;1;0;0;0;1;0;0;;5;7;Perdido
776;1;0;1;0;1;1;0;0;0;1;1;1;;7;5;Ganado
777;1;0;1;0;1;1;0;0;1;0;0;0;;5;7;Perdido
778;1;0;1;0;1;1;0;0;1;0;1;1;;7;5;Ganado
779;1;0;1;0;1;1;0;1;0;0;0;0;;5;7;Perdido
780;1;0;1;0;1;1;0;1;0;0;1;1;;7;5;Ganado
781;1;0;1;0;1;1;1;0;0;0;0;0;;5;7;Perdido
782;1;0;1;0;1;1;1;0;0;0;1;1;;7;5;Ganado
783;1;0;1;1;0;0;0;0;1;1;0;0;;5;7;Perdido
784;1;0;1;1;0;0;0;0;1;1;1;1;;7;5;Ganado
785;1;0;1;1;0;0;0;1;0;1;0;0;;5;7;Perdido
786;1;0;1;1;0;0;0;1;0;1;1;1;;7;5;Ganado
787;1;0;1;1;0;0;0;1;1;0;0;0;;5;7;Perdido
788;1;0;1;1;0;0;0;1;1;0;1;1;;7;5;Ganado
789;1;0;1;1;0;0;1;0;0;1;0;0;;5;7;Perdido
790;1;0;1;1;0;0;1;0;0;1;1;1;;7;5;Ganado
791;1;0;1;1;0;0;1;0;1;0;0;0;;5;7;Perdido
792;1;0;1;1;0;0;1;0;1;0;1;1;;7;5;Ganado
793;1;0;1;1;0;0;1;1;0;0;0;0;;5;7;Perdido
794;1;0;1;1;0;0;1;1;0;0;1;1;;7;5;Ganado
795;1;0;1;1;0;1;0;0;0;1;0;0;;5;7;Perdido
796;1;0;1;1;0;1;0;0;0;1;1;1;;7;5;Ganado
