Iteración;J1;J2;J3;J4;J5;J6;J7;J8;J9;J10;J11;J12;J13;T1_Win;T2_Win;Set_Status
1172;0;1;0;0;1;0;0;1;1;1;1;0;1;7;6;Ganado
1173;0;1;0;0;1;0;1;0;1;1;0;1;0;6;7;Perdido
1174;0;1;0;0;1;0;1;0;1;1;0;1;1;7;6;Ganado
1175;0;1;0;0;1;0;1;0;1;1;1;0;0;6;7;Perdido
1176;0;1;0;0;1;0;1;0;1;1;1;0;1;7;6;Ganado
1177;0;1;0;0;1;0;1;1;0;1;0;1;0;6;7;Perdido
1178;0;1;0;0;1;0;1;1;0;1;0;1;1;7;6;Ganado
1179;0;1;0;0;1;0;1;1;0;1;1;0;0;6;7;Perdido
1180;0;1;0;0;1;0;1;1;0;1;1;0;1;7;6;Ganado
1181;0;1;0;0;1;0;1;1;1;0;0;1;0;6;7;Perdido
1182;0;1;0;0;1;0;1;1;1;0;0;1;1;7;6;Ganado
1183;0;1;0;0;1;0;1;1;1;0;1;0;0;6;7;Perdido
1184;0;1;0;0;1;0;1;1;1;0;1;0;1;7;6;Ganado
1185;0;1;0;0;1;1;0;0;1;1;0;1;0;6;7;Perdido
1186;0;1;0;0;1;1;0;0;1;1;0;1;1;7;6;Ganado
1187;0;1;0;0;1;1;0;0;1;1;1;0;0;6;7;Perdido
1188;0;1;0;0;1;1;0;0;1;1;1;0;1;7;6;Ganado
1189;0;1;0;0;1;1;0;1;0;1;0;1;0;6;7;Perdido
1190;0;1;0;0;1;1;0;1;0;1;0;1;1;7;6;Ganado
1191;0;1;0;0;1;1;0;1;0;1;1;0;0;6;7;Perdido
1192;0;1;0;0;1;1;0;1;0;1;1;0;1;7;6;Ganado
1193;0;1;0;0;1;1;0;1;1;0;0;1;0;6;7;Perdido
1194;0;1;0;0;1;1;0;1;1;0;0;1;1;7;6;Ganado
1195;0;1;0;0;1;1;0;1;1;0;1;0;0;6;7;Perdido
1196;0;1;0;0;1;1;0;1;1;0;1;0;1;7;6;Ganado
1197;0;1;0;0;1;1;1;0;0;1;0;1;0;6;7;Perdido
1198;0;1;0;0;1;1;1;0;0;1;0;1;1;7;6;Ganado
1199;0;1;0;0;1;1;1;0;0;1;1;0;0;6;7;Perdido
1200;0;1;0;0;1;1;1;0;0;1;1;0;1;7;6;Ganado
1201;0;1;0;0;1;1;1;0;1;0;0;1;0;6;7;Perdido
1202;0;1;0;0;1;1;1;0;1;0;0;1;1;7;6;Ganado
1203;0;1;0;0;1;1;1;0;1;0;1;0;0;6;7;Perdido
1204;0;1;0;0;1;1;1;0;1;0;1;0;1;7;6;Ganado
1205;0;1;0;0;1;1;1;1;0;0;0;1;0;6;7;Perdido
1206;0;1;0;0;1;1;1;1;0;0;0;1;1;7;6;Ganado
1207;0;1;0;0;1;1;1;1;0;0;1;0;0;6;7;Perdido
1208;0;1;0;0;1;1;1;1;0;0;1;0;1;7;6;Ganado
1209;0;1;0;1;0;0;0;1;1;1;0;1;0;6;7;Perdido
1210;0;1;0;1;0;0;0;1;1;1;0;1;1;7;6;Ganado
1211;0;1;0;1;0;0;0;1;1;1;1;0;0;6;7;Perdido
1212;0;1;0;1;0;0;0;1;1;1;1;0;1;7;6;Ganado
1213;0;1;0;1;0;0;1;0;1;1;0;1;0;6;7;Perdido
1214;0;1;0;1;0;0;1;0;1;1;0;1;1;7;6;Ganado
1215;0;1;0;1;0;0;1;0;1;1;1;0;0;6;7;Perdido
1216;0;1;0;1;0;0;1;0;1;1;1;0;1;7;6;Ganado
1217;0;1;0;1;0;0;1;1;0;1;0;1;0;6;7;Perdido
1218;0;1;0;1;0;0;1;1;0;1;0;1;1;7;6;Ganado
1219;0;1;0;1;0;0;1;1;0;1;1;0;0;6;7;Perdido
1220;0;1;0;1;0;0;1;1;0;1;1;0;1;7;6;Ganado
1221;0;1;0;1;0;0;1;1;1;0;0;1;0;6;7;Perdido
1222;0;1;0;1;0;0;1;1;1;0;0;1;1;7;6;Ganado
1223;0;1;0;1;0;0;1;1;1;0;1;0;0;6;7;Perdido
1224;0;1;0;1;0;0;1;1;1;0;1;0;1;7;6;Ganado
1225;0;1;0;1;0;1;0;0;1;1;0;1;0;6;7;Perdido
1226;0;1;0;1;0;1;0;0;1;1;0;1;1;7;6;Ganado
1227;0;1;0;1;0;1;0;0;1;1;1;0;0;6;7;Perdido
1228;0;1;0;1;0;1;0;0;1;1;1;0;1;7;6;Ganado
1229;0;1;0;1;0;1;0;1;0;1;0;1;0;6;7;Perdido
1230;0;1;0;1;0;1;0;1;0;1;0;1;1;7;6;Ganado
1231;0;1;0;1;0;1;0;1;0;1;1;0;0;6;7;Perdido
1232;0;1;0;1;0;1;0;1;0;1;1;0;1;7;6;Ganado
1233;0;1;0;1;0;1;0;1;1;0;0;1;0;6;7;Perdido
1234;0;1;0;1;0;1;0;1;1;0;0;1;1;7;6;Ganado
1235;0;1;0;1;0;1;0;1;1;0;1;0;0;6;7;Perdido
1236;0;1;0;1;0;1;0;1;1;0;1;0;1;7;6;Ganado
1237;0;1;0;1;0;1;1;0;0;1;0;1;0;6;7;Perdido
1238;0;1;0;1;0;1;1;0;0;1;0;1;1;7;6;Ganado
1239;0;1;0;1;0;1;1;0;0;1;1;0;0;6;7;Perdido
1240;0;1;0;1;0;1;1;0;0;1;1;0;1;7;6;Ganado
1241;0;1;0;1;0;1;1;0;1;0;0;1;0;6;7;Perdido
1242;0;1;0;1;0;1;1;0;1;0;0;1;1;7;6;Ganado
1243;0;1;0;1;0;1;1;0;1;0;1;0;0;6;7;Perdido
1244;0;1;0;1;0;1;1;0;1;0;1;0;1;7;6;Ganado
1245;0;1;0;1;0;1;1;1;0;0;0;1;0;6;7;Perdido
1246;0;1;0;1;0;1;1;1;0;0;0;1;1;7;6;Ganado
1247;0;1;0;1;0;1;1;1;0;0;1;0;0;6;7;Perdido
1248;0;1;0;1;0;1;1;1;0;0;1;0;1;7;6;Ganado
1249;0;1;0;1;1;0;0;0;1;1;0;1;0;6;7;Perdido
1250;0;1;0;1;1;0;0;0;1;1;0;1;1;7;6;Ganado
1251;0;1;0;1;1;0;0;0;1;1;1;0;0;6;7;Perdido
1252;0;1;0;1;1;0;0;0;1;1;1;0;1;7;6;Ganado
1253;0;1;0;1;1;0;0;1;0;1;0;1;0;6;7;Perdido
1254;0;1;0;1;1;0;0;1;0;1;0;1;1;7;6;Ganado
1255;0;1;0;1;1;0;0;1;0;1;1;0;0;6;7;Perdido
1256;0;1;0;1;1;0;0;1;0;1;1;0;1;7;6;Ganado
1257;0;1;0;1;1;0;0;1;1;0;0;1;0;6;7;Perdido
1258;0;1;0;1;1;0;0;1;1;0;0;1;1;7;6;Ganado
1259;0;1;0;1;1;0;0;1;1;0;1;0;0;6;7;Perdido
1260;0;1;0;1;1;0;0;1;1;0;1;0;1;7;6;Ganado
1261;0;1;0;1;1;0;1;0;0;1;0;1;0;6;7;Perdido
1262;0;1;0;1;1;0;1;0;0;1;0;1;1;7;6;Ganado
1263;0;1;0;1;1;0;1;0;0;1;1;0;0;6;7;Perdido
1264;0;1;0;1;1;0;1;0;0;1;1;0;1;7;6;Ganado
1265;0;1;0;1;1;0;1;0;1;0;0;1;0;6;7;Perdido
1266;0;1;0;1;1;0;1;0;1;0;0;1;1;7;6;Ganado
1267;0;1;0;1;1;0;1;0;1;0;1;0;0;6;7;Perdido
1268;0;1;0;1;1;0;1;0;1;0;1;0;1;7;6;Ganado
1269;0;1;0;1;1;0;1;1;0;0;0;1;0;6;7;Perdido
1270;0;1;0;1;1;0;1;1;0;0;0;1;1;7;6;Ganado
1271;0;1;0;1;1;0;1;1;0;0;1;0;0;6;7;Perdido
1272;0;1;0;1;1;0;1;1;0;0;1;0;1;7;6;Ganado
1273;0;1;0;1;1;1;0;0;0;1;0;1;0;6;7;Perdido
1274;0;1;0;1;1;1;0;0;0;1;0;1;1;7;6;Ganado
1275;0;1;0;1;1;1;0;0;0;1;1;0;0;6;7;Perdido
1276;0;1;0;1;1;1;0;0;0;1;1;0;1;7;6;Ganado
1277;0;1;0;1;1;1;0;0;1;0;0;1;0;6;7;Perdido
1278;0;1;0;1;1;1;0;0;1;0;0;1;1;7;6;Ganado
1279;0;1;0;1;1;1;0;0;1;0;1;0;0;6;7;Perdido
1280;0;1;0;1;1;1;0;0;1;0;1;0;1;7;6;Ganado
1281;0;1;0;1;1;1;0;1;0;0;0;1;0;6;7;Perdido
1282;0;1;0;1;1;1;0;1;0;0;0;1;1;7;6;Ganado
1283;0;1;0;1;1;1;0;1;0;0;1;0;0;6;7;Perdido
1284;0;1;0;1;1;1;0;1;0;0;1;0;1;7;6;Ganado
1285;0;1;0;1;1;1;1;0;0;0;0;1;0;6;7;Perdido
1286;0;1;0;1;1;1;1;0;0;0;0;1;1;7;6;Ganado
1287;0;1;0;1;1;1;1;0;0;0;1;0;0;6;7;Perdido
1288;0;1;0;1;1;1;1;0;0;0;1;0;1;7;6;Ganado
1289;0;1;1;0;0;0;0;1;1;1;0;1;0;6;7;Perdido
1290;0;1;1;0;0;0;0;1;1;1;0;1;1;7;6;Ganado
1291;0;1;1;0;0;0;0;1;1;1;1;0;0;6;7;Perdido
1292;0;1;1;0;0;0;0;1;1;1;1;0;1;7;6;Ganado
1293;0;1;1;0;0;0;1;0;1;1;0;1;0;6;7;Perdido
1294;0;1;1;0;0;0;1;0;1;1;0;1;1;7;6;Ganado
1295;0;1;1;0;0;0;1;0;1;1;1;0;0;6;7;Perdido
1296;0;1;1;0;0;0;1;0;1;1;1;0;1;7;6;Ganado
1297;0;1;1;0;0;0;1;1;0;1;0;1;0;6;7;Perdido
1298;0;1;1;0;0;0;1;1;0;1;0;1;1;7;6;Ganado
1299;0;1;1;0;0;0;1;1;0;1;1;0;0;6;7;Perdido
1300;0;1;1;0;0;0;1;1;0;1;1;0;1;7;6;Ganado
1301;0;1;1;0;0;0;1;1;1;0;0;1;0;6;7;Perdido
1302;0;1;1;0;0;0;1;1;1;0;0;1;1;7;6;Ganado
1303;0;1;1;0;0;0;1;1;1;0;1;0;0;6;7;Perdido
1304;0;1;1;0;0;0;1;1;1;0;1;0;1;7;6;Ganado
1305;0;1;1;0;0;1;0;0;1;1;0;1;0;6;7;Perdido
1306;0;1;1;0;0;1;0;0;1;1;0;1;1;7;6;Ganado
1307;0;1;1;0;0;1;0;0;1;1;1;0;0;6;7;Perdido
1308;0;1;1;0;0;1;0;0;1;1;1;0;1;7;6;Ganado
1309;0;1;1;0;0;1;0;1;0;1;0;1;0;6;7;Perdido
1310;0;1;1;0;0;1;0;1;0;1;0;1;1;7;6;Ganado
1311;0;1;1;0;0;1;0;1;0;1;1;0;0;6;7;Perdido
1312;0;1;1;0;0;1;0;1;0;1;1;0;1;7;6;Ganado
1313;0;1;1;0;0;1;0;1;1;0;0;1;0;6;7;Perdido
1314;0;1;1;0;0;1;0;1;1;0;0;1;1;7;6;Ganado
1315;0;1;1;0;0;1;0;1;1;0;1;0;0;6;7;Perdido
1316;0;1;1;0;0;1;0;1;1;0;1;0;1;7;6;Ganado
1317;0;1;1;0;0;1;1;0;0;1;0;1;0;6;7;Perdido
1318;0;1;1;0;0;1;1;0;0;1;0;1;1;7;6;Ganado
1319;0;1;1;0;0;1;1;0;0;1;1;0;0;6;7;Perdido
1320;0;1;1;0;0;1;1;0;0;1;1;0;1;7;6;Ganado
1321;0;1;1;0;0;1;1;0;1;0;0;1;0;6;7;Perdido
1322;0;1;1;0;0;1;1;0;1;0;0;1;1;7;6;Ganado
1323;0;1;1;0;0;1;1;0;1;0;1;0;0;6;7;Perdido
1324;0;1;1;0;0;1;1;0;1;0;1;0;1;7;6;Ganado
1325;0;1;1;0;0;1;1;1;0;0;0;1;0;6;7;Perdido
1326;0;1;1;0;0;1;1;1;0;0;0;1;1;7;6;Ganado
1327;0;1;1;0;0;1;1;1;0;0;1;0;0;6;7;Perdido
1328;0;1;1;0;0;1;1;1;0;0;1;0;1;7;6;Ganado
1329;0;1;1;0;1;0;0;0;1;1;0;1;0;6;7;Perdido
1330;0;1;1;0;1;0;0;0;1;1;0;1;1;7;6;Ganado
1331;0;1;1;0;1;0;0;0;1;1;1;0;0;6;7;Perdido
1332;0;1;1;0;1;0;0;0;1;1;1;0;1;7;6;Ganado
1333;0;1;1;0;1;0;0;1;0;1;0;1;0;6;7;Perdido
1334;0;1;1;0;1;0;0;1;0;1;0;1;1;7;6;Ganado
1335;0;1;1;0;1;0;0;1;0;1;1;0;0;6;7;Perdido
1336;0;1;1;0;1;0;0;1;0;1;1;0;1;7;6;Ganado
1337;0;1;1;0;1;0;0;1;1;0;0;1;0;6;7;Perdido
1338;0;1;1;0;1;0;0;1;1;0;0;1;1;7;6;Ganado
1339;0;1;1;0;1;0;0;1;1;0;1;0;0;6;7;Perdido
1340;0;1;1;0;1;0;0;1;1;0;1;0;1;7;6;Ganado
1341;0;1;1;0;1;0;1;0;0;1;0;1;0;6;7;Perdido
1342;0;1;1;0;1;0;1;0;0;1;0;1;1;7;6;Ganado
1343;0;1;1;0;1;0;1;0;0;1;1;0;0;6;7;Perdido
1344;0;1;1;0;1;0;1;0;0;1;1;0;1;7;6;Ganado
1345;0;1;1;0;1;0;1;0;1;0;0;1;0;6;7;Perdido
1346;0;1;1;0;1;0;1;0;1;0;0;1;1;7;6;Ganado
1347;0;1;1;0;1;0;1;0;1;0;1;0;0;6;7;Perdido
1348;0;1;1;0;1;0;1;0;1;0;1;0;1;7;6;Ganado
1349;0;1;1;0;1;0;1;1;0;0;0;1;0;6;7;Perdido
1350;0;1;1;0;1;0;1;1;0;0;0;1;1;7;6;Ganado
1351;0;1;1;0;1;0;1;1;0;0;1;0;0;6;7;Perdido
1352;0;1;1;0;1;0;1;1;0;0;1;0;1;7;6;Ganado
1353;0;1;1;0;1;1;0;0;0;1;0;1;0;6;7;Perdido
1354;0;1;1;0;1;1;0;0;0;1;0;1;1;7;6;Ganado
1355;0;1;1;0;1;1;0;0;0;1;1;0;0;6;7;Perdido
1356;0;1;1;0;1;1;0;0;0;1;1;0;1;7;6;Ganado
1357;0;1;1;0;1;1;0;0;1;0;0;1;0;6;7;Perdido
1358;0;1;1;0;1;1;0;0;1;0;0;1;1;7;6;Ganado
1359;0;1;1;0;1;1;0;0;1;0;1;0;0;6;7;Perdido
1360;0;1;1;0;1;1;0;0;1;0;1;0;1;7;6;Ganado
1361;0;1;1;0;1;1;0;1;0;0;0;1;0;6;7;Perdido
1362;0;1;1;0;1;1;0;1;0;0;0;1;1;7;6;Ganado
1363;0;1;1;0;1;1;0;1;0;0;1;0;0;6;7;Perdido
1364;0;1;1;0;1;1;0;1;0;0;1;0;1;7;6;Ganado
1365;0;1;1;0;1;1;1;0;0;0;0;1;0;6;7;Perdido
1366;0;1;1;0;1;1;1;0;0;0;0;1;1;7;6;Ganado
1367;0;1;1;0;1;1;1;0;0;0;1;0;0;6;7;Perdido
1368;0;1;1;0;1;1;1;0;0;0;1;0;1;7;6;Ganado
1369;0;1;1;1;0;0;0;0;1;1;0;1;0;6;7;Perdido
1370;0;1;1;1;0;0;0;0;1;1;0;1;1;7;6;Ganado
1371;0;1;1;1;0;0;0;0;1;1;1;0;0;6;7;Perdido
1372;0;1;1;1;0;0;0;0;1;1;1;0;1;7;6;Ganado
1373;0;1;1;1;0;0;0;1;0;1;0;1;0;6;7;Perdido
1374;0;1;1;1;0;0;0;1;0;1;0;1;1;7;6;Ganado
1375;0;1;1;1;0;0;0;1;0;1;1;0;0;6;7;Perdido
1376;0;1;1;1;0;0;0;1;0;1;1;0;1;7;6;Ganado
1377;0;1;1;1;0;0;0;1;1;0;0;1;0;6;7;Perdido
1378;0;1;1;1;0;0;0;1;1;0;0;1;1;7;6;Ganado
1379;0;1;1;1;0;0;0;1;1;0;1;0;0;6;7;Perdido
1380;0;1;1;1;0;0;0;1;1;0;1;0;1;7;6;Ganado
1381;0;1;1;1;0;0;1;0;0;1;0;1;0;6;7;Perdido
1382;0;1;1;1;0;0;1;0;0;1;0;1;1;7;6;Ganado
1383;0;1;1;1;0;0;1;0;0;1;1;0;0;6;7;Perdido
1384;0;1;1;1;0;0;1;0;0;1;1;0;1;7;6;Ganado
1385;0;1;1;1;0;0;1;0;1;0;0;1;0;6;7;Perdido
1386;0;1;1;1;0;0;1;0;1;0;0;1;1;7;6;Ganado
1387;0;1;1;1;0;0;1;0;1;0;1;0;0;6;7;Perdido
1388;0;1;1;1;0;0;1;0;1;0;1;0;1;7;6;Ganado
1389;0;1;1;1;0;0;1;1;0;0;0;1;0;6;7;Perdido
1390;0;1;1;1;0;0;1;1;0;0;0;1;1;7;6;Ganado
1391;0;1;1;1;0;0;1;1;0;0;1;0;0;6;7;Perdido
1392;0;1;1;1;0;0;1;1;0;0;1;0;1;7;6;Ganado
1393;0;1;1;1;0;1;0;0;0;1;0;1;0;6;7;Perdido
1394;0;1;1;1;0;1;0;0;0;1;0;1;1;7;6;Ganado
1395;0;1;1;1;0;1;0;0;0;1;1;0;0;6;7;Perdido
1396;0;1;1;1;0;1;0;0;0;1;1;0;1;7;6;Ganado
1397;0;1;1;1;0;1;0;0;1;0;0;1;0;6;7;Perdido
1398;0;1;1;1;0;1;0;0;1;0;0;1;1;7;6;Ganado
1399;0;1;1;1;0;1;0;0;1;0;1;0;0;6;7;Perdido
1400;0;1;1;1;0;1;0;0;1;0;1;0;1;7;6;Ganado
1401;0;1;1;1;0;1;0;1;0;0;0;1;0;6;7;Perdido
1402;0;1;1;1;0;1;0;1;0;0;0;1;1;7;6;Ganado
1403;0;1;1;1;0;1;0;1;0;0;1;0;0;6;7;Perdido
1404;0;1;1;1;0;1;0;1;0;0;1;0;1;7;6;Ganado
1405;0;1;1;1;0;1;1;0;0;0;0;1;0;6;7;Perdido
1406;0;1;1;1;0;1;1;0;0;0;0;1;1;7;6;Ganado
1407;0;1;1;1;0;1;1;0;0;0;1;0;0;6;7;Perdido
1408;0;1;1;1;0;1;1;0;0;0;1;0;1;7;6;Ganado
1409;0;1;1;1;1;0;0;0;0;1;0;1;0;6;7;Perdido
1410;0;1;1;1;1;0;0;0;0;1;0;1;1;7;6;Ganado
1411;0;1;1;1;1;0;0;0;0;1;1;0;0;6;7;Perdido
1412;0;1;1;1;1;0;0;0;0;1;1;0;1;7;6;Ganado
1413;0;1;1;1;1;0;0;0;1;0;0;1;0;6;7;Perdido
1414;0;1;1;1;1;0;0;0;1;0;0;1;1;7;6;Ganado
1415;0;1;1;1;1;0;0;0;1;0;1;0;0;6;7;Perdido
1416;0;1;1;1;1;0;0;0;1;0;1;0;1;7;6;Ganado
1417;0;1;1;1;1;0;0;1;0;0;0;1;0;6;7;Perdido
1418;0;1;1;1;1;0;0;1;0;0;0;1;1;7;6;Ganado
1419;0;1;1;1;1;0;0;1;0;0;1;0;0;6;7;Perdido
1420;0;1;1;1;1;0;0;1;0;0;1;0;1;7;6;Ganado
1421;0;1;1;1;1;0;1;0;0;0;0;1;0;6;7;Perdido
1422;0;1;1;1;1;0;1;0;0;0;0;1;1;7;6;Ganado
1423;0;1;1;1;1;0;1;0;0;0;1;0;0;6;7;Perdido
1424;0;1;1;1;1;0;1;0;0;0;1;0;1;7;6;Ganado
1425;0;1;1;1;1;1;0;0;0;0;0;1;0;6;7;Perdido
1426;0;1;1;1;1;1;0;0;0;0;0;1;1;7;6;Ganado
1427;0;1;1;1;1;1;0;0;0;0;1;0;0;6;7;Perdido
1428;0;1;1;1;1;1;0;0;0;0;1;0;1;7;6;Ganado
1429;1;0;0;0;0;0;1;1;1;1;0;1;0;6;7;Perdido
1430;1;0;0;0;0;0;1;1;1;1;0;1;1;7;6;Ganado
1431;1;0;0;0;0;0;1;1;1;1;1;0;0;6;7;Perdido
1432;1;0;0;0;0;0;1;1;1;1;1;0;1;7;6;Ganado
1433;1;0;0;0;0;1;0;1;1;1;0;1;0;6;7;Perdido
1434;1;0;0;0;0;1;0;1;1;1;0;1;1;7;6;Ganado
1435;1;0;0;0;0;1;0;1;1;1;1;0;0;6;7;Perdido
1436;1;0;0;0;0;1;0;1;1;1;1;0;1;7;6;Ganado
1437;1;0;0;0;0;1;1;0;1;1;0;1;0;6;7;Perdido
1438;1;0;0;0;0;1;1;0;1;1;0;1;1;7;6;Ganado
1439;1;0;0;0;0;1;1;0;1;1;1;0;0;6;7;Perdido
1440;1;0;0;0;0;1;1;0;1;1;1;0;1;7;6;Ganado
1441;1;0;0;0;0;1;1;1;0;1;0;1;0;6;7;Perdido
1442;1;0;0;0;0;1;1;1;0;1;0;1;1;7;6;Ganado
1443;1;0;0;0;0;1;1;1;0;1;1;0;0;6;7;Perdido
1444;1;0;0;0;0;1;1;1;0;1;1;0;1;7;6;Ganado
1445;1;0;0;0;0;1;1;1;1;0;0;1;0;6;7;Perdido
1446;1;0;0;0;0;1;1;1;1;0;0;1;1;7;6;Ganado
1447;1;0;0;0;0;1;1;1;1;0;1;0;0;6;7;Perdido
1448;1;0;0;0;0;1;1;1;1;0;1;0;1;7;6;Ganado
1449;1;0;0;0;1;0;0;1;1;1;0;1;0;6;7;Perdido
1450;1;0;0;0;1;0;0;1;1;1;0;1;1;7;6;Ganado
1451;1;0;0;0;1;0;0;1;1;1;1;0;0;6;7;Perdido
1452;1;0;0;0;1;0;0;1;1;1;1;0;1;7;6;Ganado
1453;1;0;0;0;1;0;1;0;1;1;0;1;0;6;7;Perdido
1454;1;0;0;0;1;0;1;0;1;1;0;1;1;7;6;Ganado
1455;1;0;0;0;1;0;1;0;1;1;1;0;0;6;7;Perdido
1456;1;0;0;0;1;0;1;0;1;1;1;0;1;7;6;Ganado
1457;1;0;0;0;1;0;1;1;0;1;0;1;0;6;7;Perdido
1458;1;0;0;0;1;0;1;1;0;1;0;1;1;7;6;Ganado
1459;1;0;0;0;1;0;1;1;0;1;1;0;0;6;7;Perdido
1460;1;0;0;0;1;0;1;1;0;1;1;0;1;7;6;Ganado
1461;1;0;0;0;1;0;1;1;1;0;0;1;0;6;7;Perdido
1462;1;0;0;0;1;0;1;1;1;0;0;1;1;7;6;Ganado
1463;1;0;0;0;1;0;1;1;1;0;1;0;0;6;7;Perdido
1464;1;0;0;0;1;0;1;1;1;0;1;0;1;7;6;Ganado
1465;1;0;0;0;1;1;0;0;1;1;0;1;0;6;7;Perdido
1466;1;0;0;0;1;1;0;0;1;1;0;1;1;7;6;Ganado
1467;1;0;0;0;1;1;0;0;1;1;1;0;0;6;7;Perdido
1468;1;0;0;0;1;1;0;0;1;1;1;0;1;7;6;Ganado
1469;1;0;0;0;1;1;0;1;0;1;0;1;0;6;7;Perdido
1470;1;0;0;0;1;1;0;1;0;1;0;1;1;7;6;Ganado
1471;1;0;0;0;1;1;0;1;0;1;1;0;0;6;7;Perdido
1472;1;0;0;0;1;1;0;1;0;1;1;0;1;7;6;Ganado
1473;1;0;0;0;1;1;0;1;1;0;0;1;0;6;7;Perdido
1474;1;0;0;0;1;1;0;1;1;0;0;1;1;7;6;Ganado
1475;1;0;0;0;1;1;0;1;1;0;1;0;0;6;7;Perdido
1476;1;0;0;0;1;1;0;1;1;0;1;0;1;7;6;Ganado
1477;1;0;0;0;1;1;1;0;0;1;0;1;0;6;7;Perdido
1478;1;0;0;0;1;1;1;0;0;1;0;1;1;7;6;Ganado
1479;1;0;0;0;1;1;1;0;0;1;1;0;0;6;7;Perdido
1480;1;0;0;0;1;1;1;0;0;1;1;0;1;7;6;Ganado
1481;1;0;0;0;1;1;1;0;1;0;0;1;0;6;7;Perdido
1482;1;0;0;0;1;1;1;0;1;0;0;1;1;7;6;Ganado
1483;1;0;0;0;1;1;1;0;1;0;1;0;0;6;7;Perdido
1484;1;0;0;0;1;1;1;0;1;0;1;0;1;7;6;Ganado
1485;1;0;0;0;1;1;1;1;0;0;0;1;0;6;7;Perdido
1486;1;0;0;0;1;1;1;1;0;0;0;1;1;7;6;Ganado
1487;1;0;0;0;1;1;1;1;0;0;1;0;0;6;7;Perdido
1488;1;0;0;0;1;1;1;1;0;0;1;0;1;7;6;Ganado
1489;1;0;0;1;0;0;0;1;1;1;0;1;0;6;7;Perdido
1490;1;0;0;1;0;0;0;1;1;1;0;1;1;7;6;Ganado
1491;1;0;0;1;0;0;0;1;1;1;1;0;0;6;7;Perdido
1492;1;0;0;1;0;0;0;1;1;1;1;0;1;7;6;Ganado
1493;1;0;0;1;0;0;1;0;1;1;0;1;0;6;7;Perdido
1494;1;0;0;1;0;0;1;0;1;1;0;1;1;7;6;Ganado
1495;1;0;0;1;0;0;1;0;1;1;1;0;0;6;7;Perdido
1496;1;0;0;1;0;0;1;0;1;1;1;0;1;7;6;Ganado
1497;1;0;0;1;0;0;1;1;0;1;0;1;0;6;7;Perdido
1498;1;0;0;1;0;0;1;1;0;1;0;1;1;7;6;Ganado
1499;1;0;0;1;0;0;1;1;0;1;1;0;0;6;7;Perdido
1500;1;0;0;1;0;0;1;1;0;1;1;0;1;7;6;Ganado
1501;1;0;0;1;0;0;1;1;1;0;0;1;0;6;7;Perdido
1502;1;0;0;1;0;0;1;1;1;0;0;1;1;7;6;Ganado
1503;1;0;0;1;0;0;1;1;1;0;1;0;0;6;7;Perdido
1504;1;0;0;1;0;0;1;1;1;0;1;0;1;7;6;Ganado
1505;1;0;0;1;0;1;0;0;1;1;0;1;0;6;7;Perdido
1506;1;0;0;1;0;1;0;0;1;1;0;1;1;7;6;Ganado
1507;1;0;0;1;0;1;0;0;1;1;1;0;0;6;7;Perdido
1508;1;0;0;1;0;1;0;0;1;1;1;0;1;7;6;Ganado
1509;1;0;0;1;0;1;0;1;0;1;0;1;0;6;7;Perdido
1510;1;0;0;1;0;1;0;1;0;1;0;1;1;7;6;Ganado
1511;1;0;0;1;0;1;0;1;0;1;1;0;0;6;7;Perdido
1512;1;0;0;1;0;1;0;1;0;1;1;0;1;7;6;Ganado
1513;1;0;0;1;0;1;0;1;1;0;0;1;0;6;7;Perdido
1514;1;0;0;1;0;1;0;1;1;0;0;1;1;7;6;Ganado
1515;1;0;0;1;0;1;0;1;1;0;1;0;0;6;7;Perdido
1516;1;0;0;1;0;1;0;1;1;0;1;0;1;7;6;Ganado
1517;1;0;0;1;0;1;1;0;0;1;0;1;0;6;7;Perdido
1518;1;0;0;1;0;1;1;0;0;1;0;1;1;7;6;Ganado
1519;1;0;0;1;0;1;1;0;0;1;1;0;0;6;7;Perdido
1520;1;0;0;1;0;1;1;0;0;1;1;0;1;7;6;Ganado
1521;1;0;0;1;0;1;1;0;1;0;0;1;0;6;7;Perdido
1522;1;0;0;1;0;1;1;0;1;0;0;1;1;7;6;Ganado
1523;1;0;0;1;0;1;1;0;1;0;1;0;0;6;7;Perdido
1524;1;0;0;1;0;1;1;0;1;0;1;0;1;7;6;Ganado
1525;1;0;0;1;0;1;1;1;0;0;0;1;0;6;7;Perdido
1526;1;0;0;1;0;1;1;1;0;0;0;1;1;7;6;Ganado
1527;1;0;0;1;0;1;1;1;0;0;1;0;0;6;7;Perdido
1528;1;0;0;1;0;1;1;1;0;0;1;0;1;7;6;Ganado
1529;1;0;0;1;1;0;0;0;1;1;0;1;0;6;7;Perdido
1530;1;0;0;1;1;0;0;0;1;1;0;1;1;7;6;Ganado
1531;1;0;0;1;1;0;0;0;1;1;1;0;0;6;7;Perdido
1532;1;0;0;1;1;0;0;0;1;1;1;0;1;7;6;Ganado
1533;1;0;0;1;1;0;0;1;0;1;0;1;0;6;7;Perdido
1534;1;0;0;1;1;0;0;1;0;1;0;1;1;7;6;Ganado
1535;1;0;0;1;1;0;0;1;0;1;1;0;0;6;7;Perdido
1536;1;0;0;1;1;0;0;1;0;1;1;0;1;7;6;Ganado
1537;1;0;0;1;1;0;0;1;1;0;0;1;0;6;7;Perdido
